card1,card2,archetype,weight
"Beza, the Bounding Spring",Elspeth's Smite,Bant Control,0.67578466173597
"Beza, the Bounding Spring",Elspeth's Smite,Domain,0.6335232712526115
"Beza, the Bounding Spring",Elspeth's Smite,Zur,0.6037880791216701
"Beza, the Bounding Spring",Soul Partition,Azorius Control,0.9079863500687284
"Beza, the Bounding Spring",Soul Partition,Token Control,0.8978109302394753
"Beza, the Bounding Spring",Soul Partition,Selesnya Midrange,0.8396920351126752
"Beza, the Bounding Spring",Soul Partition,Mono-White Control,0.6927405969128703
"Beza, the Bounding Spring",Soul Partition,4c Control,0.528833223536164
"Beza, the Bounding Spring",Carrot Cake,Token Control,1
"Beza, the Bounding Spring",Carrot Cake,Azorius Control,1
"Beza, the Bounding Spring",Carrot Cake,4c Control,0.9711749008703954
Elspeth's Smite,Soul Partition,Token Control,0.6927405969128703
Elspeth's Smite,Soul Partition,Azorius Tempo,0.6791996444132438
Carrot Cake,Elspeth's Smite,Token Control,0.8469510600404438
Carrot Cake,Elspeth's Smite,Azorius Control,0.8072675274936902
Carrot Cake,Soul Partition,Token Control,0.9339398739907554
Carrot Cake,Soul Partition,Azorius Control,0.9079863500687284
Carrot Cake,Soul Partition,4c Control,0.8072675274936902
Battlefield Forge,Seachrome Coast,Jeskai Aggro,1
Battlefield Forge,Seachrome Coast,Convoke,1
Battlefield Forge,Seachrome Coast,Oculus,0.9270304277798533
Seachrome Coast,Spirebluff Canal,Jeskai Aggro,1
Seachrome Coast,Spirebluff Canal,Convoke,1
Seachrome Coast,Spirebluff Canal,Oculus,1
Inspiring Vantage,Seachrome Coast,Jeskai Aggro,1
Inspiring Vantage,Seachrome Coast,Convoke,1
Inspiring Vantage,Seachrome Coast,Oculus,1
Resolute Reinforcements,Seachrome Coast,Jeskai Aggro,1
Resolute Reinforcements,Seachrome Coast,Convoke,1
Imodane's Recruiter,Seachrome Coast,Jeskai Aggro,1
Imodane's Recruiter,Seachrome Coast,Convoke,1
Gleeful Demolition,Seachrome Coast,Jeskai Aggro,1
Gleeful Demolition,Seachrome Coast,Convoke,1
Clockwork Percussionist,Seachrome Coast,Convoke,0.9606800335932306
Clockwork Percussionist,Seachrome Coast,Jeskai Aggro,0.9442657031252901
Seachrome Coast,Shivan Reef,Oculus,1
Seachrome Coast,Shivan Reef,Convoke,0.9741753331177929
Seachrome Coast,Shivan Reef,Jeskai Aggro,0.9381484285815557
Knight-Errant of Eos,Seachrome Coast,Jeskai Aggro,1
Knight-Errant of Eos,Seachrome Coast,Convoke,1
Case of the Gateway Express,Seachrome Coast,Jeskai Aggro,1
Case of the Gateway Express,Seachrome Coast,Convoke,1
Battlefield Forge,Spyglass Siren,Jeskai Aggro,1
Battlefield Forge,Spyglass Siren,Convoke,1
Battlefield Forge,Spyglass Siren,Oculus,0.9711749008703954
Spirebluff Canal,Spyglass Siren,Jeskai Aggro,1
Spirebluff Canal,Spyglass Siren,Convoke,1
Spirebluff Canal,Spyglass Siren,Self-Bounce,1
Spirebluff Canal,Spyglass Siren,Oculus,1
Inspiring Vantage,Spyglass Siren,Jeskai Aggro,1
Inspiring Vantage,Spyglass Siren,Convoke,1
Inspiring Vantage,Spyglass Siren,Oculus,1
Resolute Reinforcements,Spyglass Siren,Jeskai Aggro,1
Resolute Reinforcements,Spyglass Siren,Convoke,1
Imodane's Recruiter,Spyglass Siren,Jeskai Aggro,1
Imodane's Recruiter,Spyglass Siren,Convoke,1
Gleeful Demolition,Spyglass Siren,Jeskai Aggro,1
Gleeful Demolition,Spyglass Siren,Convoke,1
Clockwork Percussionist,Spyglass Siren,Convoke,0.9711749008703954
Clockwork Percussionist,Spyglass Siren,Jeskai Aggro,0.9442657031252901
Shivan Reef,Spyglass Siren,Self-Bounce,1
Shivan Reef,Spyglass Siren,Oculus,1
Shivan Reef,Spyglass Siren,Convoke,0.9791292136290762
Shivan Reef,Spyglass Siren,Jeskai Aggro,0.9381484285815557
Knight-Errant of Eos,Spyglass Siren,Jeskai Aggro,1
Knight-Errant of Eos,Spyglass Siren,Convoke,1
Case of the Gateway Express,Spyglass Siren,Jeskai Aggro,1
Case of the Gateway Express,Spyglass Siren,Convoke,1
Battlefield Forge,Novice Inspector,Jeskai Aggro,1
Battlefield Forge,Novice Inspector,Convoke,1
Battlefield Forge,Novice Inspector,Tokens,1
Battlefield Forge,Plains,Prowess,1
Battlefield Forge,Plains,Token Control,1
Battlefield Forge,Plains,Tokens,1
Battlefield Forge,Plains,Mice,0.9851536045975168
Battlefield Forge,Plains,Jeskai Midrange,0.9711749008703954
Battlefield Forge,Plains,Boros Aggro,0.8595950080203132
Battlefield Forge,Plains,Convoke,0.8556584677872273
Battlefield Forge,Plains,Jeskai Aggro,0.8042622224322815
Battlefield Forge,Spirebluff Canal,Jeskai Aggro,1
Battlefield Forge,Spirebluff Canal,Convoke,1
Battlefield Forge,Spirebluff Canal,Oculus,0.9396136089634861
Battlefield Forge,Mockingbird,Jeskai Aggro,1
Battlefield Forge,Mockingbird,Convoke,1
Adarkar Wastes,Battlefield Forge,Jeskai Aggro,1
Adarkar Wastes,Battlefield Forge,Jeskai Midrange,1
Adarkar Wastes,Battlefield Forge,Convoke,1
Adarkar Wastes,Battlefield Forge,Oculus,0.6610886225642908
Battlefield Forge,Inspiring Vantage,Jeskai Aggro,1
Battlefield Forge,Inspiring Vantage,Prowess,1
Battlefield Forge,Inspiring Vantage,Mice,1
Battlefield Forge,Inspiring Vantage,Token Control,1
Battlefield Forge,Inspiring Vantage,Boros Aggro,1
Battlefield Forge,Inspiring Vantage,Convoke,1
Battlefield Forge,Inspiring Vantage,Tokens,1
Battlefield Forge,Inspiring Vantage,Oculus,0.9270304277798533
Battlefield Forge,Resolute Reinforcements,Jeskai Aggro,1
Battlefield Forge,Resolute Reinforcements,Convoke,1
Battlefield Forge,Resolute Reinforcements,Tokens,1
Battlefield Forge,Imodane's Recruiter,Jeskai Aggro,1
Battlefield Forge,Imodane's Recruiter,Convoke,1
Battlefield Forge,Imodane's Recruiter,Tokens,1
Battlefield Forge,Gleeful Demolition,Jeskai Aggro,1
Battlefield Forge,Gleeful Demolition,Convoke,1
Battlefield Forge,Gleeful Demolition,Tokens,1
Battlefield Forge,Clockwork Percussionist,Convoke,0.9711749008703954
Battlefield Forge,Clockwork Percussionist,Jeskai Aggro,0.9442657031252901
Battlefield Forge,Clockwork Percussionist,Tokens,0.8595950080203132
Battlefield Forge,Shivan Reef,Convoke,0.9791292136290762
Battlefield Forge,Shivan Reef,Oculus,0.9396136089634861
Battlefield Forge,Shivan Reef,Jeskai Aggro,0.9357376307109967
Battlefield Forge,Warden of the Inner Sky,Jeskai Aggro,1
Battlefield Forge,Warden of the Inner Sky,Convoke,1
Battlefield Forge,Warden of the Inner Sky,Tokens,1
Battlefield Forge,Knight-Errant of Eos,Jeskai Aggro,1
Battlefield Forge,Knight-Errant of Eos,Convoke,1
Battlefield Forge,Knight-Errant of Eos,Tokens,1
Battlefield Forge,Sheltered by Ghosts,Jeskai Aggro,1
Battlefield Forge,Sheltered by Ghosts,Prowess,1
Battlefield Forge,Sheltered by Ghosts,Mice,1
Battlefield Forge,Sheltered by Ghosts,Jeskai Midrange,1
Battlefield Forge,Sheltered by Ghosts,Boros Aggro,1
Battlefield Forge,Sheltered by Ghosts,Convoke,1
Battlefield Forge,Sheltered by Ghosts,Tokens,0.9711749008703954
Battlefield Forge,Case of the Gateway Express,Jeskai Aggro,1
Battlefield Forge,Case of the Gateway Express,Convoke,1
Battlefield Forge,Case of the Gateway Express,Tokens,1
Novice Inspector,Spirebluff Canal,Jeskai Aggro,1
Novice Inspector,Spirebluff Canal,Convoke,1
Inspiring Vantage,Novice Inspector,Jeskai Aggro,1
Inspiring Vantage,Novice Inspector,Convoke,1
Inspiring Vantage,Novice Inspector,Tokens,1
Novice Inspector,Resolute Reinforcements,Jeskai Aggro,1
Novice Inspector,Resolute Reinforcements,Convoke,1
Novice Inspector,Resolute Reinforcements,Tokens,1
Imodane's Recruiter,Novice Inspector,Jeskai Aggro,1
Imodane's Recruiter,Novice Inspector,Convoke,1
Imodane's Recruiter,Novice Inspector,Tokens,1
Gleeful Demolition,Novice Inspector,Jeskai Aggro,1
Gleeful Demolition,Novice Inspector,Convoke,1
Gleeful Demolition,Novice Inspector,Tokens,1
Clockwork Percussionist,Novice Inspector,Convoke,0.9711749008703954
Clockwork Percussionist,Novice Inspector,Jeskai Aggro,0.9442657031252901
Clockwork Percussionist,Novice Inspector,Tokens,0.8595950080203132
Novice Inspector,Shivan Reef,Convoke,0.9791292136290762
Novice Inspector,Shivan Reef,Jeskai Aggro,0.9381484285815557
Knight-Errant of Eos,Novice Inspector,Jeskai Aggro,1
Knight-Errant of Eos,Novice Inspector,Convoke,1
Knight-Errant of Eos,Novice Inspector,Tokens,1
Case of the Gateway Express,Novice Inspector,Jeskai Aggro,1
Case of the Gateway Express,Novice Inspector,Convoke,1
Case of the Gateway Express,Novice Inspector,Tokens,1
Plains,Spirebluff Canal,Jeskai Aggro,0.7984647162629769
Plains,Spirebluff Canal,Convoke,0.6992767601804784
Inspiring Vantage,Plains,Prowess,1
Inspiring Vantage,Plains,Token Control,1
Inspiring Vantage,Plains,Tokens,1
Inspiring Vantage,Plains,Mice,0.9851536045975168
Inspiring Vantage,Plains,Boros Aggro,0.8595950080203132
Inspiring Vantage,Plains,Convoke,0.8556584677872273
Inspiring Vantage,Plains,Jeskai Aggro,0.8072675274936902
Plains,Resolute Reinforcements,Tokens,1
Plains,Resolute Reinforcements,Convoke,0.8621088003864582
Plains,Resolute Reinforcements,Jeskai Aggro,0.8072675274936902
Imodane's Recruiter,Plains,Tokens,1
Imodane's Recruiter,Plains,Convoke,0.8498083478922055
Imodane's Recruiter,Plains,Jeskai Aggro,0.8072675274936902
Imodane's Recruiter,Plains,Domain,0.528833223536164
Gleeful Demolition,Plains,Tokens,1
Gleeful Demolition,Plains,Convoke,0.8556584677872273
Gleeful Demolition,Plains,Jeskai Aggro,0.8072675274936902
Clockwork Percussionist,Plains,Tokens,0.939340289880826
Clockwork Percussionist,Plains,Convoke,0.5428088092693284
Clockwork Percussionist,Plains,Jeskai Aggro,0.5002272302894695
Plains,Shivan Reef,Convoke,0.5836420935476697
Plains,Shivan Reef,Jeskai Aggro,0.4968428750814306
Knight-Errant of Eos,Plains,Tokens,1
Knight-Errant of Eos,Plains,Convoke,0.866327189879795
Knight-Errant of Eos,Plains,Jeskai Aggro,0.8072675274936902
Case of the Gateway Express,Plains,Tokens,1
Case of the Gateway Express,Plains,Convoke,0.8100458310446478
Case of the Gateway Express,Plains,Jeskai Aggro,0.7840661845889629
Mockingbird,Spirebluff Canal,Jeskai Aggro,1
Mockingbird,Spirebluff Canal,Convoke,1
Adarkar Wastes,Spirebluff Canal,Jeskai Aggro,1
Adarkar Wastes,Spirebluff Canal,Oculus,0.9711749008703954
Adarkar Wastes,Spirebluff Canal,Convoke,0.9569836681848694
Inspiring Vantage,Spirebluff Canal,Jeskai Aggro,1
Inspiring Vantage,Spirebluff Canal,Convoke,1
Inspiring Vantage,Spirebluff Canal,Oculus,1
Resolute Reinforcements,Spirebluff Canal,Jeskai Aggro,1
Resolute Reinforcements,Spirebluff Canal,Convoke,1
Imodane's Recruiter,Spirebluff Canal,Jeskai Aggro,1
Imodane's Recruiter,Spirebluff Canal,Convoke,1
Gleeful Demolition,Spirebluff Canal,Jeskai Aggro,1
Gleeful Demolition,Spirebluff Canal,Convoke,1
Clockwork Percussionist,Spirebluff Canal,Convoke,0.9501970921356687
Clockwork Percussionist,Spirebluff Canal,Jeskai Aggro,0.9320870695746442
Shivan Reef,Spirebluff Canal,Self-Bounce,1
Shivan Reef,Spirebluff Canal,Oculus,1
Shivan Reef,Spirebluff Canal,Draws,1
Shivan Reef,Spirebluff Canal,Artifacts,1
Shivan Reef,Spirebluff Canal,Izzet Control,0.9711749008703954
Shivan Reef,Spirebluff Canal,Jeskai Aggro,0.9288123259530227
Shivan Reef,Spirebluff Canal,Convoke,0.8494498767030808
Shivan Reef,Spirebluff Canal,Grixis Control,0.8072675274936902
Shivan Reef,Spirebluff Canal,Temur Tempo,0.6927405969128703
Spirebluff Canal,Warden of the Inner Sky,Jeskai Aggro,1
Spirebluff Canal,Warden of the Inner Sky,Convoke,1
Knight-Errant of Eos,Spirebluff Canal,Jeskai Aggro,1
Knight-Errant of Eos,Spirebluff Canal,Convoke,1
Sheltered by Ghosts,Spirebluff Canal,Jeskai Aggro,1
Sheltered by Ghosts,Spirebluff Canal,Convoke,0.9992238318514992
Case of the Gateway Express,Spirebluff Canal,Jeskai Aggro,1
Case of the Gateway Express,Spirebluff Canal,Convoke,1
Inspiring Vantage,Mockingbird,Jeskai Aggro,1
Inspiring Vantage,Mockingbird,Convoke,1
Mockingbird,Resolute Reinforcements,Jeskai Aggro,1
Mockingbird,Resolute Reinforcements,Convoke,1
Imodane's Recruiter,Mockingbird,Jeskai Aggro,1
Imodane's Recruiter,Mockingbird,Convoke,1
Gleeful Demolition,Mockingbird,Jeskai Aggro,1
Gleeful Demolition,Mockingbird,Convoke,1
Clockwork Percussionist,Mockingbird,Convoke,0.6409919097948851
Clockwork Percussionist,Mockingbird,Jeskai Aggro,0.5145180227210584
Mockingbird,Shivan Reef,Convoke,0.8110575052418104
Mockingbird,Shivan Reef,Jeskai Aggro,0.7044254385080664
Knight-Errant of Eos,Mockingbird,Jeskai Aggro,1
Knight-Errant of Eos,Mockingbird,Convoke,1
Case of the Gateway Express,Mockingbird,Convoke,0.953956077864681
Case of the Gateway Express,Mockingbird,Jeskai Aggro,0.864507892634387
Adarkar Wastes,Inspiring Vantage,Jeskai Aggro,1
Adarkar Wastes,Inspiring Vantage,Convoke,1
Adarkar Wastes,Inspiring Vantage,Oculus,0.9585915094805774
Adarkar Wastes,Resolute Reinforcements,Jeskai Aggro,1
Adarkar Wastes,Resolute Reinforcements,Convoke,1
Adarkar Wastes,Imodane's Recruiter,Jeskai Aggro,1
Adarkar Wastes,Imodane's Recruiter,Convoke,1
Adarkar Wastes,Gleeful Demolition,Jeskai Aggro,1
Adarkar Wastes,Gleeful Demolition,Convoke,1
Adarkar Wastes,Clockwork Percussionist,Convoke,0.8034820689959032
Adarkar Wastes,Clockwork Percussionist,Jeskai Aggro,0.8023580799439037
Adarkar Wastes,Shivan Reef,Oculus,0.9711749008703954
Adarkar Wastes,Shivan Reef,Jeskai Aggro,0.8296086918107641
Adarkar Wastes,Shivan Reef,Convoke,0.8155414133125023
Adarkar Wastes,Knight-Errant of Eos,Jeskai Aggro,1
Adarkar Wastes,Knight-Errant of Eos,Convoke,1
Adarkar Wastes,Case of the Gateway Express,Jeskai Aggro,1
Adarkar Wastes,Case of the Gateway Express,Convoke,1
Inspiring Vantage,Resolute Reinforcements,Jeskai Aggro,1
Inspiring Vantage,Resolute Reinforcements,Convoke,1
Inspiring Vantage,Resolute Reinforcements,Tokens,1
Imodane's Recruiter,Inspiring Vantage,Jeskai Aggro,1
Imodane's Recruiter,Inspiring Vantage,Convoke,1
Imodane's Recruiter,Inspiring Vantage,Tokens,1
Gleeful Demolition,Inspiring Vantage,Jeskai Aggro,1
Gleeful Demolition,Inspiring Vantage,Convoke,1
Gleeful Demolition,Inspiring Vantage,Tokens,1
Clockwork Percussionist,Inspiring Vantage,Convoke,0.9711749008703954
Clockwork Percussionist,Inspiring Vantage,Jeskai Aggro,0.9442657031252901
Clockwork Percussionist,Inspiring Vantage,Tokens,0.8595950080203132
Inspiring Vantage,Shivan Reef,Oculus,1
Inspiring Vantage,Shivan Reef,Convoke,0.9791292136290762
Inspiring Vantage,Shivan Reef,Jeskai Aggro,0.9381484285815557
Inspiring Vantage,Warden of the Inner Sky,Jeskai Aggro,1
Inspiring Vantage,Warden of the Inner Sky,Convoke,1
Inspiring Vantage,Warden of the Inner Sky,Tokens,1
Inspiring Vantage,Knight-Errant of Eos,Jeskai Aggro,1
Inspiring Vantage,Knight-Errant of Eos,Convoke,1
Inspiring Vantage,Knight-Errant of Eos,Tokens,1
Inspiring Vantage,Sheltered by Ghosts,Jeskai Aggro,1
Inspiring Vantage,Sheltered by Ghosts,Prowess,1
Inspiring Vantage,Sheltered by Ghosts,Mice,1
Inspiring Vantage,Sheltered by Ghosts,Boros Aggro,1
Inspiring Vantage,Sheltered by Ghosts,Convoke,1
Inspiring Vantage,Sheltered by Ghosts,Tokens,0.9711749008703954
Case of the Gateway Express,Inspiring Vantage,Jeskai Aggro,1
Case of the Gateway Express,Inspiring Vantage,Convoke,1
Case of the Gateway Express,Inspiring Vantage,Tokens,1
Imodane's Recruiter,Resolute Reinforcements,Jeskai Aggro,1
Imodane's Recruiter,Resolute Reinforcements,Convoke,1
Imodane's Recruiter,Resolute Reinforcements,Tokens,1
Gleeful Demolition,Resolute Reinforcements,Jeskai Aggro,1
Gleeful Demolition,Resolute Reinforcements,Convoke,1
Gleeful Demolition,Resolute Reinforcements,Tokens,1
Clockwork Percussionist,Resolute Reinforcements,Convoke,0.9711749008703954
Clockwork Percussionist,Resolute Reinforcements,Jeskai Aggro,0.9442657031252901
Clockwork Percussionist,Resolute Reinforcements,Tokens,0.8595950080203132
Resolute Reinforcements,Shivan Reef,Convoke,0.977405569536309
Resolute Reinforcements,Shivan Reef,Jeskai Aggro,0.9381484285815557
Resolute Reinforcements,Warden of the Inner Sky,Jeskai Aggro,1
Resolute Reinforcements,Warden of the Inner Sky,Convoke,1
Resolute Reinforcements,Warden of the Inner Sky,Tokens,1
Knight-Errant of Eos,Resolute Reinforcements,Jeskai Aggro,1
Knight-Errant of Eos,Resolute Reinforcements,Convoke,1
Knight-Errant of Eos,Resolute Reinforcements,Tokens,1
Resolute Reinforcements,Sheltered by Ghosts,Jeskai Aggro,1
Resolute Reinforcements,Sheltered by Ghosts,Convoke,1
Resolute Reinforcements,Sheltered by Ghosts,Tokens,0.9711749008703954
Case of the Gateway Express,Resolute Reinforcements,Jeskai Aggro,1
Case of the Gateway Express,Resolute Reinforcements,Convoke,1
Case of the Gateway Express,Resolute Reinforcements,Tokens,1
Gleeful Demolition,Imodane's Recruiter,Jeskai Aggro,1
Gleeful Demolition,Imodane's Recruiter,Convoke,1
Gleeful Demolition,Imodane's Recruiter,Tokens,1
Clockwork Percussionist,Imodane's Recruiter,Convoke,0.9501970921356687
Clockwork Percussionist,Imodane's Recruiter,Jeskai Aggro,0.9442657031252901
Clockwork Percussionist,Imodane's Recruiter,Tokens,0.8595950080203132
Imodane's Recruiter,Shivan Reef,Convoke,0.9741753331177929
Imodane's Recruiter,Shivan Reef,Jeskai Aggro,0.9381484285815557
Imodane's Recruiter,Warden of the Inner Sky,Jeskai Aggro,1
Imodane's Recruiter,Warden of the Inner Sky,Convoke,1
Imodane's Recruiter,Warden of the Inner Sky,Tokens,1
Imodane's Recruiter,Knight-Errant of Eos,Jeskai Aggro,1
Imodane's Recruiter,Knight-Errant of Eos,Convoke,1
Imodane's Recruiter,Knight-Errant of Eos,Tokens,1
Imodane's Recruiter,Sheltered by Ghosts,Jeskai Aggro,1
Imodane's Recruiter,Sheltered by Ghosts,Convoke,1
Imodane's Recruiter,Sheltered by Ghosts,Tokens,0.9711749008703954
Case of the Gateway Express,Imodane's Recruiter,Jeskai Aggro,1
Case of the Gateway Express,Imodane's Recruiter,Convoke,1
Case of the Gateway Express,Imodane's Recruiter,Tokens,1
Clockwork Percussionist,Gleeful Demolition,Convoke,0.9711749008703954
Clockwork Percussionist,Gleeful Demolition,Jeskai Aggro,0.9442657031252901
Clockwork Percussionist,Gleeful Demolition,Tokens,0.8595950080203132
Gleeful Demolition,Shivan Reef,Convoke,0.9791292136290762
Gleeful Demolition,Shivan Reef,Jeskai Aggro,0.9381484285815557
Gleeful Demolition,Warden of the Inner Sky,Jeskai Aggro,1
Gleeful Demolition,Warden of the Inner Sky,Convoke,1
Gleeful Demolition,Warden of the Inner Sky,Tokens,1
Gleeful Demolition,Knight-Errant of Eos,Jeskai Aggro,1
Gleeful Demolition,Knight-Errant of Eos,Convoke,1
Gleeful Demolition,Knight-Errant of Eos,Tokens,1
Gleeful Demolition,Sheltered by Ghosts,Jeskai Aggro,1
Gleeful Demolition,Sheltered by Ghosts,Convoke,1
Gleeful Demolition,Sheltered by Ghosts,Tokens,0.9711749008703954
Case of the Gateway Express,Gleeful Demolition,Jeskai Aggro,1
Case of the Gateway Express,Gleeful Demolition,Convoke,1
Case of the Gateway Express,Gleeful Demolition,Tokens,1
Clockwork Percussionist,Shivan Reef,Convoke,0.7055601474556369
Clockwork Percussionist,Shivan Reef,Jeskai Aggro,0.6657334757168871
Clockwork Percussionist,Warden of the Inner Sky,Jeskai Aggro,0.9442657031252901
Clockwork Percussionist,Warden of the Inner Sky,Convoke,0.9408093866937397
Clockwork Percussionist,Warden of the Inner Sky,Tokens,0.8595950080203132
Clockwork Percussionist,Knight-Errant of Eos,Convoke,0.9606800335932306
Clockwork Percussionist,Knight-Errant of Eos,Jeskai Aggro,0.9442657031252901
Clockwork Percussionist,Knight-Errant of Eos,Tokens,0.8595950080203132
Clockwork Percussionist,Sheltered by Ghosts,Jeskai Aggro,0.8171196674203002
Clockwork Percussionist,Sheltered by Ghosts,Convoke,0.7182507442852696
Clockwork Percussionist,Sheltered by Ghosts,Tokens,0.528833223536164
Case of the Gateway Express,Clockwork Percussionist,Jeskai Aggro,0.9280348291187022
Case of the Gateway Express,Clockwork Percussionist,Convoke,0.8851513877356793
Case of the Gateway Express,Clockwork Percussionist,Tokens,0.7281114007494127
Shivan Reef,Warden of the Inner Sky,Convoke,0.977210530793062
Shivan Reef,Warden of the Inner Sky,Jeskai Aggro,0.9381484285815557
Knight-Errant of Eos,Shivan Reef,Convoke,0.977405569536309
Knight-Errant of Eos,Shivan Reef,Jeskai Aggro,0.9381484285815557
Sheltered by Ghosts,Shivan Reef,Convoke,0.8630166278281212
Sheltered by Ghosts,Shivan Reef,Jeskai Aggro,0.8407181481240246
Case of the Gateway Express,Shivan Reef,Jeskai Aggro,0.9248967097408529
Case of the Gateway Express,Shivan Reef,Convoke,0.923473230404549
Knight-Errant of Eos,Warden of the Inner Sky,Jeskai Aggro,1
Knight-Errant of Eos,Warden of the Inner Sky,Convoke,1
Knight-Errant of Eos,Warden of the Inner Sky,Tokens,1
Case of the Gateway Express,Warden of the Inner Sky,Jeskai Aggro,1
Case of the Gateway Express,Warden of the Inner Sky,Convoke,1
Case of the Gateway Express,Warden of the Inner Sky,Tokens,1
Knight-Errant of Eos,Sheltered by Ghosts,Jeskai Aggro,1
Knight-Errant of Eos,Sheltered by Ghosts,Convoke,1
Knight-Errant of Eos,Sheltered by Ghosts,Tokens,0.9711749008703954
Case of the Gateway Express,Knight-Errant of Eos,Jeskai Aggro,1
Case of the Gateway Express,Knight-Errant of Eos,Convoke,1
Case of the Gateway Express,Knight-Errant of Eos,Tokens,1
Case of the Gateway Express,Sheltered by Ghosts,Jeskai Aggro,1
Case of the Gateway Express,Sheltered by Ghosts,Convoke,1
Case of the Gateway Express,Sheltered by Ghosts,Tokens,0.8739461531312703
Bitter Reunion,Karplusan Forest,Delirium,0.8072675274936902
Bitter Reunion,Karplusan Forest,Floodcaller Combo,0.3809835664525688
Karplusan Forest,Pawpatch Formation,Floodcaller Combo,0.36492585015945816
Bitter Reunion,Mountain,Izzet Control,1
Bitter Reunion,Mountain,Grixis Control,1
Bitter Reunion,Mountain,Draws,0.98664347331248
Bitter Reunion,Mountain,Floodcaller Combo,0.3809835664525688
Bitter Reunion,Mountain,Delirium,0.36492585015945816
Mountain,Pawpatch Formation,Burn,1
Mountain,Pawpatch Formation,Floodcaller Combo,0.36492585015945816
Mountain,Pawpatch Formation,Domain,0.36492585015945816
Bitter Reunion,Thundertrap Trainer,Floodcaller Combo,0.8233898639102755
Pawpatch Formation,Thundertrap Trainer,Floodcaller Combo,0.8072675274936902
Analyze the Pollen,Bitter Reunion,Floodcaller Combo,0.7328959220697853
Analyze the Pollen,Pawpatch Formation,Floodcaller Combo,0.7007917939243153
Analyze the Pollen,Pawpatch Formation,Domain,0.528833223536164
Bitter Reunion,Valley Floodcaller,Floodcaller Combo,0.7462532796141037
Pawpatch Formation,Valley Floodcaller,Floodcaller Combo,0.7007917939243153
Bitter Reunion,Copperline Gorge,Floodcaller Combo,0.8233898639102755
Bitter Reunion,Copperline Gorge,Delirium,0.8072675274936902
Copperline Gorge,Pawpatch Formation,Floodcaller Combo,0.8072675274936902
Bitter Reunion,Torch the Tower,Izzet Control,1
Bitter Reunion,Torch the Tower,Grixis Control,1
Bitter Reunion,Torch the Tower,Draws,1
Bitter Reunion,Torch the Tower,Oculus,0.9711749008703954
Bitter Reunion,Torch the Tower,Floodcaller Combo,0.8233898639102755
Pawpatch Formation,Torch the Tower,Floodcaller Combo,0.8072675274936902
Bitter Reunion,Island,Draws,0.98664347331248
Bitter Reunion,Island,Izzet Control,0.9711749008703954
Bitter Reunion,Island,Floodcaller Combo,0.5449520822267153
Island,Pawpatch Formation,Floodcaller Combo,0.528833223536164
Island,Pawpatch Formation,Domain,0.36492585015945816
Bitter Reunion,This Town Ain't Big Enough,Floodcaller Combo,0.8233898639102755
Pawpatch Formation,This Town Ain't Big Enough,Floodcaller Combo,0.8072675274936902
Bitter Reunion,Tarnation Vista,Floodcaller Combo,0.38274402556795206
Pawpatch Formation,Tarnation Vista,Floodcaller Combo,0.36492585015945816
Bitter Reunion,Fabled Passage,Izzet Control,1
Bitter Reunion,Fabled Passage,Floodcaller Combo,0.6052837161086357
Fabled Passage,Pawpatch Formation,Burn,1
Fabled Passage,Pawpatch Formation,Floodcaller Combo,0.5566299955398728
Fabled Passage,Pawpatch Formation,Domain,0.36492585015945816
Bitter Reunion,Stormchaser's Talent,Floodcaller Combo,0.8233898639102755
Pawpatch Formation,Stormchaser's Talent,Floodcaller Combo,0.8072675274936902
Bitter Reunion,Bushwhack,Floodcaller Combo,0.7057239266389839
Bushwhack,Pawpatch Formation,Floodcaller Combo,0.749291532952041
Bitter Reunion,Enduring Vitality,Floodcaller Combo,0.8233898639102755
Bitter Reunion,Questing Druid,Floodcaller Combo,0.5133944427430339
Bitter Reunion,Pawpatch Formation,Floodcaller Combo,0.3914754963002443
Bitter Reunion,Up the Beanstalk,Floodcaller Combo,0.5467203288954348
Bitter Reunion,Song of Totentanz,Floodcaller Combo,0.5449520822267153
Bitter Reunion,Roaring Furnace/Steaming Sauna,Izzet Control,0.9711749008703954
Bitter Reunion,Roaring Furnace/Steaming Sauna,Floodcaller Combo,0.5754919539756687
Bitter Reunion,Forest,Delirium,1
Bitter Reunion,Forest,Floodcaller Combo,0.5449520822267153
Bitter Reunion,Botanical Sanctum,Floodcaller Combo,0.8233898639102755
Bitter Reunion,Yavimaya Coast,Floodcaller Combo,0.4853100888733546
Enduring Vitality,Pawpatch Formation,Floodcaller Combo,0.8072675274936902
Pawpatch Formation,Questing Druid,Burn,1
Pawpatch Formation,Questing Druid,Floodcaller Combo,0.4214891981629052
Pawpatch Formation,Up the Beanstalk,Abzan Control,0.8072675274936902
Pawpatch Formation,Up the Beanstalk,Domain,0.8072675274936902
Pawpatch Formation,Up the Beanstalk,Floodcaller Combo,0.47617325719295117
Pawpatch Formation,Song of Totentanz,Floodcaller Combo,0.528833223536164
Pawpatch Formation,Roaring Furnace/Steaming Sauna,Floodcaller Combo,0.5702967646458151
Forest,Pawpatch Formation,Burn,0.9711749008703954
Forest,Pawpatch Formation,Floodcaller Combo,0.528833223536164
Forest,Pawpatch Formation,Domain,0.528833223536164
Forest,Pawpatch Formation,Abzan Control,0.36492585015945816
Botanical Sanctum,Pawpatch Formation,Floodcaller Combo,0.8072675274936902
