card1,card2,archetype,weight
Darkslick Shores,Restless Reef,Sultai Control,1
Darkslick Shores,Restless Reef,Draws,0.9711749008703954
Darkslick Shores,Restless Reef,Faeries,0.9691904202554383
Darkslick Shores,Restless Reef,Self-Bounce,0.9314858850409766
Darkslick Shores,Restless Reef,Sultai Midrange,0.528833223536164
Enduring Curiosity,Restless Reef,Faeries,0.9691904202554383
Enduring Curiosity,Restless Reef,Dimir Midrange,0.9600843156332589
Enduring Curiosity,Restless Reef,Self-Bounce,0.8200573400009661
Anoint with Affliction,Restless Reef,Dimir Control,1
Anoint with Affliction,Restless Reef,Demons,1
Anoint with Affliction,Restless Reef,Sultai Control,0.9711749008703954
Anoint with Affliction,Restless Reef,Faeries,0.6927405969128703
Anoint with Affliction,Restless Reef,Dimir Midrange,0.6418980966227952
Go for the Throat,Restless Reef,Dimir Control,1
Go for the Throat,Restless Reef,Demons,1
Go for the Throat,Restless Reef,Sultai Control,1
Go for the Throat,Restless Reef,Draws,0.9711749008703954
Go for the Throat,Restless Reef,Faeries,0.9691904202554383
Go for the Throat,Restless Reef,Dimir Midrange,0.8972358236619747
Go for the Throat,Restless Reef,Sultai Midrange,0.8072675274936902
Go for the Throat,Restless Reef,Self-Bounce,0.552794639943253
Floodpits Drowner,Restless Reef,Dimir Midrange,1
Floodpits Drowner,Restless Reef,Faeries,0.9691904202554383
Floodpits Drowner,Restless Reef,Self-Bounce,0.9580197071674439
Fountainport,Spyglass Siren,Convoke,0.846674032390126
Fountainport,Spyglass Siren,Dimir Midrange,0.8183412401961032
Preacher of the Schism,Spyglass Siren,Dimir Midrange,1
Preacher of the Schism,Spyglass Siren,Faeries,0.8072675274936902
Preacher of the Schism,Spyglass Siren,Self-Bounce,0.8072675274936902
Spyglass Siren,Tishana's Tidebinder,Faeries,0.9711749008703954
Spyglass Siren,Tishana's Tidebinder,Azorius Midrange,0.9711749008703954
Spyglass Siren,Tishana's Tidebinder,Dimir Midrange,0.9078630236642798
Spyglass Siren,Tishana's Tidebinder,Convoke,0.8658554863335515
Spyglass Siren,Tishana's Tidebinder,Self-Bounce,0.8072675274936902
Island,Spyglass Siren,Dimir Midrange,1
Island,Spyglass Siren,Convoke,1
Island,Spyglass Siren,Faeries,1
Island,Spyglass Siren,Self-Bounce,1
Island,Spyglass Siren,Azorius Control,1
Island,Spyglass Siren,Azorius Midrange,1
Spyglass Siren,Underground River,Dimir Midrange,1
Spyglass Siren,Underground River,Faeries,1
Spyglass Siren,Underground River,Self-Bounce,1
Duress,Spyglass Siren,Dimir Midrange,0.9134289713939109
Phantom Interference,Spyglass Siren,Dimir Midrange,0.9134899513817453
Cut Down,Spyglass Siren,Dimir Midrange,1
Cut Down,Spyglass Siren,Faeries,1
Cut Down,Spyglass Siren,Self-Bounce,0.924744502518263
Spyglass Siren,Swamp,Dimir Midrange,1
Spyglass Siren,Swamp,Faeries,1
Spyglass Siren,Swamp,Self-Bounce,1
Darkslick Shores,Spyglass Siren,Dimir Midrange,1
Darkslick Shores,Spyglass Siren,Faeries,1
Darkslick Shores,Spyglass Siren,Self-Bounce,1
Enduring Curiosity,Spyglass Siren,Dimir Midrange,1
Enduring Curiosity,Spyglass Siren,Convoke,1
Enduring Curiosity,Spyglass Siren,Faeries,1
Enduring Curiosity,Spyglass Siren,Azorius Control,1
Enduring Curiosity,Spyglass Siren,Self-Bounce,1
Enduring Curiosity,Spyglass Siren,Azorius Midrange,1
Anoint with Affliction,Spyglass Siren,Faeries,0.9711749008703954
Anoint with Affliction,Spyglass Siren,Dimir Midrange,0.8684820224218747
Go for the Throat,Spyglass Siren,Dimir Midrange,1
Go for the Throat,Spyglass Siren,Faeries,1
Go for the Throat,Spyglass Siren,Self-Bounce,0.8833119822635842
Floodpits Drowner,Spyglass Siren,Dimir Midrange,1
Floodpits Drowner,Spyglass Siren,Convoke,1
Floodpits Drowner,Spyglass Siren,Faeries,1
Floodpits Drowner,Spyglass Siren,Jeskai Aggro,1
Floodpits Drowner,Spyglass Siren,Self-Bounce,1
Floodpits Drowner,Spyglass Siren,Azorius Midrange,1
Floodpits Drowner,Spyglass Siren,Azorius Control,0.8072675274936902
Fountainport,Preacher of the Schism,Golgari Midrange,0.7686077078765123
Fountainport,Preacher of the Schism,Dimir Midrange,0.6142434977149366
Fountainport,Tishana's Tidebinder,Azorius Control,0.6058058416749051
Fountainport,Tishana's Tidebinder,Bant Control,0.528833223536164
Fountainport,Tishana's Tidebinder,Convoke,0.4414163670152236
Fountainport,Tishana's Tidebinder,Dimir Midrange,0.43695177914257743
Fountainport,Island,Self-Bounce,1
Fountainport,Island,Dimir Control,0.9072468813493743
Fountainport,Island,Azorius Control,0.8703983468222378
Fountainport,Island,Bant Control,0.8646994778264981
Fountainport,Island,Draws,0.8396920351126752
Fountainport,Island,Dimir Midrange,0.819758590405096
Fountainport,Island,Convoke,0.8071009811325277
Fountainport,Island,Artifacts,0.67578466173597
Fountainport,Island,Domain,0.36492585015945816
Fountainport,Island,Zur,0.36492585015945816
Fountainport,Underground River,Demons,0.9711749008703954
Fountainport,Underground River,Dimir Control,0.9711749008703954
Fountainport,Underground River,Self-Bounce,0.8396920351126752
Fountainport,Underground River,Dimir Midrange,0.8239994647712657
Duress,Fountainport,Demons,0.9711749008703954
Duress,Fountainport,Token Control,0.9711749008703954
Duress,Fountainport,Golgari Control,0.8396920351126752
Duress,Fountainport,Mono-Black Midrange,0.8072675274936902
Duress,Fountainport,Dimir Control,0.6927405969128703
Duress,Fountainport,Dimir Midrange,0.6058058416749051
Duress,Fountainport,Golgari Midrange,0.5518640898627675
Duress,Fountainport,Abzan Control,0.528833223536164
Fountainport,Phantom Interference,Demons,0.6927405969128703
Fountainport,Phantom Interference,Dimir Midrange,0.4589389925359904
Cut Down,Fountainport,Token Control,1
Cut Down,Fountainport,Dimir Control,0.8396920351126752
Cut Down,Fountainport,Dimir Midrange,0.7822935388016703
Cut Down,Fountainport,Golgari Midrange,0.7457492846371112
Cut Down,Fountainport,Golgari Control,0.6927405969128703
Cut Down,Fountainport,Mono-Black Midrange,0.67578466173597
Cut Down,Fountainport,Demons,0.528833223536164
Cut Down,Fountainport,Abzan Control,0.528833223536164
Fountainport,Swamp,Golgari Midrange,1
Fountainport,Swamp,Mono-Black Midrange,1
Fountainport,Swamp,Golgari Control,1
Fountainport,Swamp,Demons,1
Fountainport,Swamp,Token Control,1
Fountainport,Swamp,Dimir Midrange,0.815500941981585
Fountainport,Swamp,Insidious Roots,0.8072675274936902
Fountainport,Swamp,Dimir Control,0.6927405969128703
Fountainport,Swamp,Abzan Control,0.528833223536164
Fountainport,Swamp,Self-Bounce,0.528833223536164
Fountainport,Swamp,Jund Midrange,0.5189338209957833
Fountainport,Swamp,Domain,0.36492585015945816
Fountainport,Swamp,Zur,0.36492585015945816
Darkslick Shores,Fountainport,Dimir Control,0.9711749008703954
Darkslick Shores,Fountainport,Self-Bounce,0.9711749008703954
Darkslick Shores,Fountainport,Demons,0.8396920351126752
Darkslick Shores,Fountainport,Dimir Midrange,0.8255215494525995
Enduring Curiosity,Fountainport,Dimir Midrange,0.7097278309475119
Enduring Curiosity,Fountainport,Convoke,0.6560687760028823
Anoint with Affliction,Fountainport,Token Control,0.9711749008703954
Anoint with Affliction,Fountainport,Demons,0.8396920351126752
Anoint with Affliction,Fountainport,Golgari Control,0.6927405969128703
Anoint with Affliction,Fountainport,Dimir Control,0.6927405969128703
Anoint with Affliction,Fountainport,Golgari Midrange,0.5525815008294787
Anoint with Affliction,Fountainport,Mono-Black Midrange,0.528833223536164
Anoint with Affliction,Fountainport,Dimir Midrange,0.39774656944163733
Fountainport,Go for the Throat,Token Control,1
Fountainport,Go for the Throat,Demons,0.9711749008703954
Fountainport,Go for the Throat,Dimir Control,0.9072468813493743
Fountainport,Go for the Throat,Abzan Control,0.8396920351126752
Fountainport,Go for the Throat,Golgari Midrange,0.8370863077961435
Fountainport,Go for the Throat,Jund Midrange,0.8203435431126205
Fountainport,Go for the Throat,Golgari Control,0.7677253171796229
Fountainport,Go for the Throat,Dimir Midrange,0.6625297607616926
Fountainport,Go for the Throat,Mono-Black Midrange,0.528833223536164
Floodpits Drowner,Fountainport,Dimir Midrange,0.8127735708599934
Floodpits Drowner,Fountainport,Azorius Control,0.8072675274936902
Floodpits Drowner,Fountainport,Convoke,0.6758431287345705
Preacher of the Schism,Tishana's Tidebinder,Dimir Midrange,0.6689834784127822
Preacher of the Schism,Tishana's Tidebinder,Faeries,0.528833223536164
Island,Preacher of the Schism,Dimir Midrange,1
Island,Preacher of the Schism,Dimir Tempo,0.8396920351126752
Island,Preacher of the Schism,Faeries,0.8072675274936902
Island,Preacher of the Schism,Zur,0.8072675274936902
Island,Preacher of the Schism,Sultai Midrange,0.8072675274936902
Island,Preacher of the Schism,Self-Bounce,0.8072675274936902
Island,Preacher of the Schism,Domain,0.5259390182429245
Preacher of the Schism,Underground River,Dimir Midrange,1
Preacher of the Schism,Underground River,Dimir Tempo,1
Preacher of the Schism,Underground River,Sultai Midrange,0.9711749008703954
Preacher of the Schism,Underground River,Faeries,0.8072675274936902
Preacher of the Schism,Underground River,Self-Bounce,0.6989221274934568
Duress,Preacher of the Schism,Mono-Black Midrange,1
Duress,Preacher of the Schism,Dimir Tempo,0.98664347331248
Duress,Preacher of the Schism,Zur,0.9711749008703954
Duress,Preacher of the Schism,Dimir Midrange,0.8637406597893134
Duress,Preacher of the Schism,Golgari Midrange,0.7390083521970178
Phantom Interference,Preacher of the Schism,Dimir Midrange,0.7134999354577886
Cut Down,Preacher of the Schism,Golgari Midrange,1
Cut Down,Preacher of the Schism,Dimir Tempo,1
Cut Down,Preacher of the Schism,Sultai Midrange,1
Cut Down,Preacher of the Schism,Mono-Black Midrange,0.98664347331248
Cut Down,Preacher of the Schism,Dimir Midrange,0.9740882267813799
Cut Down,Preacher of the Schism,Zur,0.9711749008703954
Cut Down,Preacher of the Schism,Faeries,0.67578466173597
Cut Down,Preacher of the Schism,Self-Bounce,0.528833223536164
Preacher of the Schism,Swamp,Dimir Midrange,1
Preacher of the Schism,Swamp,Golgari Midrange,1
Preacher of the Schism,Swamp,Dimir Tempo,1
Preacher of the Schism,Swamp,Mono-Black Midrange,1
Preacher of the Schism,Swamp,Zur,0.9711749008703954
Preacher of the Schism,Swamp,Sultai Midrange,0.9711749008703954
Preacher of the Schism,Swamp,Sacrifice,0.9246629433487973
Preacher of the Schism,Swamp,Faeries,0.8072675274936902
Preacher of the Schism,Swamp,Domain,0.6891614721803847
Preacher of the Schism,Swamp,Self-Bounce,0.5581324284464334
Darkslick Shores,Preacher of the Schism,Dimir Midrange,1
Darkslick Shores,Preacher of the Schism,Zur,1
Darkslick Shores,Preacher of the Schism,Dimir Tempo,1
Darkslick Shores,Preacher of the Schism,Sultai Midrange,0.9711749008703954
Darkslick Shores,Preacher of the Schism,Self-Bounce,0.9339398739907554
Darkslick Shores,Preacher of the Schism,Faeries,0.8072675274936902
Enduring Curiosity,Preacher of the Schism,Dimir Midrange,0.9731389984482998
Enduring Curiosity,Preacher of the Schism,Faeries,0.8072675274936902
Enduring Curiosity,Preacher of the Schism,Self-Bounce,0.67578466173597
Anoint with Affliction,Preacher of the Schism,Golgari Midrange,0.8711164723527685
Anoint with Affliction,Preacher of the Schism,Mono-Black Midrange,0.8396920351126752
Anoint with Affliction,Preacher of the Schism,Domain,0.6891614721803847
Anoint with Affliction,Preacher of the Schism,Dimir Midrange,0.6551604186938449
Anoint with Affliction,Preacher of the Schism,Faeries,0.528833223536164
Go for the Throat,Preacher of the Schism,Golgari Midrange,1
Go for the Throat,Preacher of the Schism,Zur,1
Go for the Throat,Preacher of the Schism,Sultai Midrange,1
Go for the Throat,Preacher of the Schism,Dimir Tempo,0.98664347331248
