card1,card2,archetype,weight
Cavern of Souls,Up the Beanstalk,Domain,0.9152879789588602
Cavern of Souls,Up the Beanstalk,Zur,0.9051506684347579
Cavern of Souls,Up the Beanstalk,Jund Midrange,0.8176000093904802
Cavern of Souls,Up the Beanstalk,Abzan Control,0.7771829163039172
Cavern of Souls,Up the Beanstalk,Abzan Midrange,0.7771829163039172
Cavern of Souls,Up the Beanstalk,Token Control,0.7771829163039172
Archangel of Wrath,Up the Beanstalk,Domain,0.9488416446220167
Leyline Binding,Up the Beanstalk,Token Control,1
Leyline Binding,Up the Beanstalk,Zur,0.9954558474068415
Leyline Binding,Up the Beanstalk,Domain,0.9952688742863373
Leyline Binding,Up the Beanstalk,Abzan Midrange,0.9488416446220167
Leyline Binding,Up the Beanstalk,Abzan Control,0.8947808320300904
Swamp,Up the Beanstalk,Golgari Control,0.9975523217520779
Swamp,Up the Beanstalk,Self-Mill,0.9908423218159053
Swamp,Up the Beanstalk,Golgari Midrange,0.8947808320300904
Swamp,Up the Beanstalk,Jund Midrange,0.7158649736108939
Swamp,Up the Beanstalk,Floodcaller Combo,0.671963725649382
Swamp,Up the Beanstalk,Domain,0.6478411013919819
Swamp,Up the Beanstalk,Zur,0.6460160066870647
Swamp,Up the Beanstalk,Abzan Control,0.6460160066870647
Swamp,Up the Beanstalk,Sultai Tempo,0.6460160066870647
Swamp,Up the Beanstalk,Abzan Midrange,0.6460160066870647
Swamp,Up the Beanstalk,Sultai Midrange,0.6460160066870647
Swamp,Up the Beanstalk,Caves,0.6460160066870647
Island,Meticulous Archive,Jeskai Tempo,1
Island,Meticulous Archive,Omniscience Combo,0.999612811108466
Island,Meticulous Archive,Azorius Tempo,0.9994258213416984
Island,Meticulous Archive,4c Tempo,0.8259405203000433
Island,Meticulous Archive,Artifacts,0.7895616446162155
Island,Meticulous Archive,Azorius Control,0.6994465761162596
Island,Meticulous Archive,Bant Control,0.6233486140865302
Island,Meticulous Archive,Esper Tempo,0.5407968160325296
Island,Meticulous Archive,Self-Bounce,0.46023307315890993
Island,Meticulous Archive,Esper Control,0.42319889706569536
Island,Meticulous Archive,Oculus,0.42319889706569536
Island,Meticulous Archive,Domain,0.39156010608574915
Island,Meticulous Archive,Zur,0.3667159455530861
Hushwood Verge,Island,Domain,0.6413207257310125
Hushwood Verge,Island,Zur,0.641183941381164
Hushwood Verge,Island,Bant Tempo,0.6258474126021247
Hushwood Verge,Island,4c Tempo,0.5543658066825486
Island,Underground Mortuary,Sultai Midrange,0.41527689812492347
Island,Underground Mortuary,Zur,0.35764171061833544
Island,Underground Mortuary,Domain,0.326594783925908
Island,Underground Mortuary,Cauldron Combo,0.29203198744884235
Island,Sunfall,Azorius Control,0.6999160028378083
Island,Sunfall,Bant Control,0.5599471769399669
Island,Sunfall,Domain,0.38257018995991987
Island,Sunfall,Zur,0.3267383385039889
Hedge Maze,Island,Simic Tempo,0.8711286190048061
Hedge Maze,Island,Bant Tempo,0.8171661768707502
Hedge Maze,Island,Temur Tempo,0.671963725649382
Hedge Maze,Island,Sultai Tempo,0.6547661374087491
Hedge Maze,Island,4c Tempo,0.5543658066825486
Hedge Maze,Island,Zur,0.5044487434423549
Hedge Maze,Island,Floodcaller Combo,0.42319889706569536
Hedge Maze,Island,Domain,0.4062708632471419
Hedge Maze,Island,Sultai Midrange,0.3532435394630876
Forest,Island,Land Combo,0.9806404510479482
Forest,Island,Merfolk,0.9385327529822441
Forest,Island,Simic Tempo,0.7399617126286139
Forest,Island,Bant Tempo,0.5545989236245104
Forest,Island,Floodcaller Combo,0.5543658066825486
Forest,Island,Sultai Midrange,0.46506067607643536
Forest,Island,Sultai Tempo,0.4293653672383097
Forest,Island,4c Tempo,0.42319889706569536
Forest,Island,Temur Tempo,0.42319889706569536
Forest,Island,Domain,0.3984512198524824
Forest,Island,Zur,0.32600559037909366
Forest,Island,Cauldron Combo,0.29203198744884235
Imodane's Recruiter,Island,Domain,0.29203198744884235
Analyze the Pollen,Island,Land Combo,0.8712371466494343
Analyze the Pollen,Island,Simic Tempo,0.8711286190048061
Analyze the Pollen,Island,Floodcaller Combo,0.6757906010807971
Analyze the Pollen,Island,Bant Tempo,0.657866483805961
Analyze the Pollen,Island,Sultai Tempo,0.5605335021577085
Analyze the Pollen,Island,4c Tempo,0.5543658066825486
Analyze the Pollen,Island,Temur Tempo,0.5543658066825486
Analyze the Pollen,Island,Cauldron Combo,0.42319889706569536
Analyze the Pollen,Island,Zur,0.4038130763591183
Analyze the Pollen,Island,Domain,0.40332290880620303
Get Lost,Island,Bant Control,0.9139314329759655
Get Lost,Island,Convoke,0.8711286190048061
Get Lost,Island,Azorius Control,0.8587157512062751
Get Lost,Island,Azorius Tempo,0.8254978670644617
Get Lost,Island,Domain,0.5451476673384751
Get Lost,Island,Esper Control,0.4847962507318584
Get Lost,Island,Zur,0.46806001193641655
Get Lost,Island,Self-Bounce,0.4223325033595143
"Atraxa, Grand Unifier",Island,Domain,0.30802216628040197
Elspeth's Smite,Island,Azorius Control,0.7315103518716484
Elspeth's Smite,Island,Azorius Tempo,0.7155402722735076
Elspeth's Smite,Island,Esper Tempo,0.5407968160325296
Elspeth's Smite,Island,Bant Control,0.5407968160325296
Elspeth's Smite,Island,Domain,0.47605656883729736
Elspeth's Smite,Island,Zur,0.38992649458865014
Island,Overlord of the Hauntwoods,Zur,0.6460160066870647
Island,Overlord of the Hauntwoods,Sultai Midrange,0.6460160066870647
Island,Overlord of the Hauntwoods,Domain,0.6460069823037037
Cavern of Souls,Island,Merfolk,0.9385327529822441
Cavern of Souls,Island,Omniscience Combo,0.671963725649382
Cavern of Souls,Island,Domain,0.5654650329061159
Cavern of Souls,Island,Izzet Control,0.5543658066825486
Cavern of Souls,Island,Zur,0.5318909596592405
Cavern of Souls,Island,Sultai Midrange,0.29203198744884235
Archangel of Wrath,Island,Domain,0.5948564331117405
Island,Leyline Binding,Domain,0.6443846137695589
Island,Leyline Binding,Zur,0.641183941381164
Hushwood Verge,Meticulous Archive,Domain,0.7407909437692153
Hushwood Verge,Meticulous Archive,Zur,0.7118660714928094
Hushwood Verge,Meticulous Archive,4c Tempo,0.42319889706569536
Meticulous Archive,Underground Mortuary,Zur,0.48956179774901953
Meticulous Archive,Underground Mortuary,Domain,0.41490811089142104
Meticulous Archive,Sunfall,Azorius Control,0.6432513932134265
Meticulous Archive,Sunfall,Domain,0.48068564275786485
Meticulous Archive,Sunfall,Zur,0.435147789447267
Meticulous Archive,Sunfall,Bant Control,0.3739147393070581
Hedge Maze,Meticulous Archive,Zur,0.537451950526745
Hedge Maze,Meticulous Archive,Domain,0.5004968692563599
Hedge Maze,Meticulous Archive,4c Tempo,0.42319889706569536
Forest,Meticulous Archive,Domain,0.5029278026599411
Forest,Meticulous Archive,Zur,0.4300990741279609
Forest,Meticulous Archive,4c Tempo,0.29203198744884235
Imodane's Recruiter,Meticulous Archive,Domain,0.29203198744884235
Analyze the Pollen,Meticulous Archive,Zur,0.5101237655054431
Analyze the Pollen,Meticulous Archive,Domain,0.508890897633945
Analyze the Pollen,Meticulous Archive,4c Tempo,0.42319889706569536
Get Lost,Meticulous Archive,Azorius Tempo,0.7771829163039172
Get Lost,Meticulous Archive,Azorius Control,0.7648578689743055
Get Lost,Meticulous Archive,Bant Control,0.7285698920553025
Get Lost,Meticulous Archive,Domain,0.6451227312644527
Get Lost,Meticulous Archive,Zur,0.5846595891855755
Get Lost,Meticulous Archive,Self-Bounce,0.4223325033595143
Get Lost,Meticulous Archive,Esper Control,0.29203198744884235
"Atraxa, Grand Unifier",Meticulous Archive,Domain,0.40436105625260765
Elspeth's Smite,Meticulous Archive,Esper Tempo,0.7895616446162155
Elspeth's Smite,Meticulous Archive,Azorius Control,0.7315103518716484
Elspeth's Smite,Meticulous Archive,Azorius Tempo,0.6958834981519428
Elspeth's Smite,Meticulous Archive,Domain,0.5925557832562978
Elspeth's Smite,Meticulous Archive,Zur,0.5424399658989424
Elspeth's Smite,Meticulous Archive,Bant Control,0.29203198744884235
Meticulous Archive,Overlord of the Hauntwoods,Domain,0.7465161239615895
Meticulous Archive,Overlord of the Hauntwoods,Zur,0.7249961172555157
Cavern of Souls,Meticulous Archive,Omniscience Combo,0.7771829163039172
Cavern of Souls,Meticulous Archive,Domain,0.6599917863955158
Cavern of Souls,Meticulous Archive,Zur,0.6361442255830586
Archangel of Wrath,Meticulous Archive,Domain,0.5948564331117405
Leyline Binding,Meticulous Archive,Domain,0.7465161239615895
Leyline Binding,Meticulous Archive,Zur,0.7249961172555157
Meticulous Archive,Swamp,Esper Control,0.42319889706569536
Meticulous Archive,Swamp,Self-Bounce,0.41492114709768557
Meticulous Archive,Swamp,Domain,0.3963886529762061
Meticulous Archive,Swamp,Zur,0.3667159455530861
Hushwood Verge,Underground Mortuary,Abzan Control,1
Hushwood Verge,Underground Mortuary,Abzan Midrange,1
Hushwood Verge,Underground Mortuary,Zur,0.7191163335528312
Hushwood Verge,Underground Mortuary,Domain,0.68885378702485
Hushwood Verge,Sunfall,Token Control,1
Hushwood Verge,Sunfall,Abzan Control,0.7771829163039172
Hushwood Verge,Sunfall,Abzan Midrange,0.7771829163039172
Hushwood Verge,Sunfall,Domain,0.7340453222576044
Hushwood Verge,Sunfall,Zur,0.6855786135294227
Hedge Maze,Hushwood Verge,Zur,0.8543303092205092
Hedge Maze,Hushwood Verge,Domain,0.7567712843733173
Hedge Maze,Hushwood Verge,Bant Tempo,0.562787551737803
Hedge Maze,Hushwood Verge,4c Tempo,0.5543658066825486
Forest,Hushwood Verge,Cage,0.9592909777138916
Forest,Hushwood Verge,Selesnya Aggro,0.8221141437301334
Forest,Hushwood Verge,Selesnya Midrange,0.7771829163039172
Forest,Hushwood Verge,Domain,0.7489597933352445
Forest,Hushwood Verge,Token Control,0.7358221432726513
Forest,Hushwood Verge,Zur,0.6744613711603817
Forest,Hushwood Verge,Artifact Aggro,0.6460160066870647
Forest,Hushwood Verge,Abzan Control,0.6460160066870647
Forest,Hushwood Verge,Abzan Midrange,0.6460160066870647
Forest,Hushwood Verge,4c Tempo,0.42319889706569536
Forest,Hushwood Verge,Bant Tempo,0.29203198744884235
Hushwood Verge,Imodane's Recruiter,Domain,0.6460160066870647
Analyze the Pollen,Hushwood Verge,Domain,0.7547345720854851
Analyze the Pollen,Hushwood Verge,Zur,0.7541003773809647
Analyze the Pollen,Hushwood Verge,4c Tempo,0.5543658066825486
Analyze the Pollen,Hushwood Verge,Bant Tempo,0.386402921670191
Get Lost,Hushwood Verge,Token Control,0.9221927069335466
Get Lost,Hushwood Verge,Domain,0.8943502461819668
Get Lost,Hushwood Verge,Zur,0.8272767195965837
Get Lost,Hushwood Verge,Selesnya Aggro,0.7540283590929489
Get Lost,Hushwood Verge,Cage,0.7076384222352329
"Atraxa, Grand Unifier",Hushwood Verge,Domain,0.6573311243245811
Elspeth's Smite,Hushwood Verge,Token Control,0.8947808320300904
Elspeth's Smite,Hushwood Verge,Domain,0.8251218289983846
Elspeth's Smite,Hushwood Verge,Zur,0.7229181098277698
Hushwood Verge,Overlord of the Hauntwoods,Abzan Control,1
Hushwood Verge,Overlord of the Hauntwoods,Token Control,1
Hushwood Verge,Overlord of the Hauntwoods,Abzan Midrange,1
Hushwood Verge,Overlord of the Hauntwoods,Zur,0.9954558474068415
Hushwood Verge,Overlord of the Hauntwoods,Domain,0.9953532192370304
Cavern of Souls,Hushwood Verge,Domain,0.913754511532583
Cavern of Souls,Hushwood Verge,Zur,0.8957080766777814
Cavern of Souls,Hushwood Verge,Abzan Control,0.7771829163039172
Cavern of Souls,Hushwood Verge,Abzan Midrange,0.7771829163039172
Cavern of Souls,Hushwood Verge,Token Control,0.7771829163039172
Archangel of Wrath,Hushwood Verge,Domain,0.9488416446220167
Hushwood Verge,Leyline Binding,Token Control,1
Hushwood Verge,Leyline Binding,Domain,0.9937471660813907
Hushwood Verge,Leyline Binding,Zur,0.9909116946939462
Hushwood Verge,Leyline Binding,Abzan Midrange,0.9488416446220167
Hushwood Verge,Leyline Binding,Abzan Control,0.8947808320300904
Hushwood Verge,Swamp,Domain,0.6463146704805944
Hushwood Verge,Swamp,Abzan Control,0.6460160066870647
Hushwood Verge,Swamp,Abzan Midrange,0.6460160066870647
Hushwood Verge,Swamp,Zur,0.641183941381164
Sunfall,Underground Mortuary,Abzan Control,0.7771829163039172
Sunfall,Underground Mortuary,Abzan Midrange,0.7771829163039172
Sunfall,Underground Mortuary,Domain,0.47763471541971875
Sunfall,Underground Mortuary,Zur,0.46035526654700887
Hedge Maze,Underground Mortuary,Domain,0.40957146905300224
Hedge Maze,Underground Mortuary,Zur,0.36458829653704666
Hedge Maze,Underground Mortuary,Sultai Midrange,0.3532435394630876
Forest,Underground Mortuary,Insidious Roots,0.8236587928631514
Forest,Underground Mortuary,Golgari Midrange,0.7616212097171786
Forest,Underground Mortuary,Self-Mill,0.7232221855955993
Forest,Underground Mortuary,Abzan Control,0.6460160066870647
Forest,Underground Mortuary,Abzan Midrange,0.6460160066870647
Forest,Underground Mortuary,Golgari Control,0.6460160066870647
Forest,Underground Mortuary,Sultai Midrange,0.5448290928391092
Forest,Underground Mortuary,Jund Midrange,0.5237379310162332
Forest,Underground Mortuary,Domain,0.4750078355573703
Forest,Underground Mortuary,Zur,0.4415465130694333
Forest,Underground Mortuary,Delirium,0.29203198744884235
Forest,Underground Mortuary,Cauldron Combo,0.29203198744884235
Imodane's Recruiter,Underground Mortuary,Domain,0.29203198744884235
Analyze the Pollen,Underground Mortuary,Zur,0.49870619735711463
Analyze the Pollen,Underground Mortuary,Domain,0.4353417692951897
Analyze the Pollen,Underground Mortuary,Cauldron Combo,0.42319889706569536
Get Lost,Underground Mortuary,Zur,0.6212804478388544
Get Lost,Underground Mortuary,Domain,0.6029524914378438
"Atraxa, Grand Unifier",Underground Mortuary,Insidious Roots,0.42319889706569536
"Atraxa, Grand Unifier",Underground Mortuary,Domain,0.3490901811703259
Elspeth's Smite,Underground Mortuary,Zur,0.5117711663611628
Elspeth's Smite,Underground Mortuary,Domain,0.4007332978711179
Overlord of the Hauntwoods,Underground Mortuary,Abzan Control,1
Overlord of the Hauntwoods,Underground Mortuary,Abzan Midrange,1
Overlord of the Hauntwoods,Underground Mortuary,Golgari Midrange,0.9488416446220167
Overlord of the Hauntwoods,Underground Mortuary,Jund Midrange,0.8777880187515972
Overlord of the Hauntwoods,Underground Mortuary,Zur,0.7191163335528312
Overlord of the Hauntwoods,Underground Mortuary,Domain,0.68885378702485
Overlord of the Hauntwoods,Underground Mortuary,Sultai Midrange,0.6460160066870647
Overlord of the Hauntwoods,Underground Mortuary,Golgari Control,0.6460160066870647
Cavern of Souls,Underground Mortuary,Abzan Control,0.7771829163039172
Cavern of Souls,Underground Mortuary,Abzan Midrange,0.7771829163039172
Cavern of Souls,Underground Mortuary,Jund Midrange,0.6739703509595832
Cavern of Souls,Underground Mortuary,Zur,0.6358852594214732
Cavern of Souls,Underground Mortuary,Domain,0.6050794951439228
Archangel of Wrath,Underground Mortuary,Domain,0.5948564331117405
Leyline Binding,Underground Mortuary,Abzan Midrange,0.9488416446220167
Leyline Binding,Underground Mortuary,Abzan Control,0.8947808320300904
Leyline Binding,Underground Mortuary,Zur,0.7191163335528312
Leyline Binding,Underground Mortuary,Domain,0.68885378702485
Swamp,Underground Mortuary,Self-Mill,0.9908423218159053
Swamp,Underground Mortuary,Golgari Midrange,0.8207395994828018
Swamp,Underground Mortuary,Golgari Control,0.7399617126286139
Swamp,Underground Mortuary,Abzan Control,0.6460160066870647
Swamp,Underground Mortuary,Abzan Midrange,0.6460160066870647
Swamp,Underground Mortuary,Insidious Roots,0.6460160066870647
Swamp,Underground Mortuary,Jund Midrange,0.5936520987789933
Swamp,Underground Mortuary,Sultai Midrange,0.5448290928391092
Swamp,Underground Mortuary,Zur,0.35764171061833544
Swamp,Underground Mortuary,Domain,0.3501790488094472
Swamp,Underground Mortuary,Cauldron Combo,0.29203198744884235
Hedge Maze,Sunfall,Zur,0.5463400367024231
Hedge Maze,Sunfall,Domain,0.5001675821994263
Forest,Sunfall,Token Control,0.7358221432726513
Forest,Sunfall,Domain,0.4937595758574291
Forest,Sunfall,Abzan Control,0.42319889706569536
Forest,Sunfall,Abzan Midrange,0.42319889706569536
Forest,Sunfall,Zur,0.36109585059883126
Imodane's Recruiter,Sunfall,Domain,0.5407968160325296
Analyze the Pollen,Sunfall,Domain,0.4821481870141557
Analyze the Pollen,Sunfall,Zur,0.45866486985627314
Get Lost,Sunfall,Token Control,0.954374538886634
Get Lost,Sunfall,Mono-White Control,0.9306749157653429
Get Lost,Sunfall,4c Control,0.8947808320300904
Get Lost,Sunfall,Azorius Control,0.7881495728475222
Get Lost,Sunfall,Bant Control,0.6460160066870647
Get Lost,Sunfall,Domain,0.6352277853268781
Get Lost,Sunfall,Zur,0.5196958973676787
"Atraxa, Grand Unifier",Sunfall,Domain,0.41654793994242234
Elspeth's Smite,Sunfall,Azorius Control,0.7393840365741032
Elspeth's Smite,Sunfall,Token Control,0.6664980869622256
Elspeth's Smite,Sunfall,Zur,0.5789622216196456
Elspeth's Smite,Sunfall,Domain,0.547602517072482
Elspeth's Smite,Sunfall,Bant Control,0.29203198744884235
Overlord of the Hauntwoods,Sunfall,Token Control,1
Overlord of the Hauntwoods,Sunfall,Abzan Control,0.7771829163039172
Overlord of the Hauntwoods,Sunfall,Abzan Midrange,0.7771829163039172
Overlord of the Hauntwoods,Sunfall,Domain,0.7373681954633026
Overlord of the Hauntwoods,Sunfall,Zur,0.6904829912271354
Cavern of Souls,Sunfall,Token Control,0.7771829163039172
Cavern of Souls,Sunfall,Domain,0.6553652548034666
Cavern of Souls,Sunfall,Zur,0.6287990070779585
Cavern of Souls,Sunfall,Abzan Control,0.5543658066825486
Cavern of Souls,Sunfall,Abzan Midrange,0.5543658066825486
Archangel of Wrath,Sunfall,Domain,0.8146480290726456
Leyline Binding,Sunfall,Token Control,1
Leyline Binding,Sunfall,Domain,0.7356634261655358
Leyline Binding,Sunfall,Abzan Midrange,0.7260245053932224
Leyline Binding,Sunfall,Zur,0.6887913111719289
Leyline Binding,Sunfall,Abzan Control,0.671963725649382
Sunfall,Swamp,Token Control,0.7837911806888727
Sunfall,Swamp,Abzan Control,0.42319889706569536
Sunfall,Swamp,Abzan Midrange,0.42319889706569536
Sunfall,Swamp,Domain,0.3867399955172366
Sunfall,Swamp,Zur,0.3267383385039889
Forest,Hedge Maze,Bant Tempo,0.5545989236245104
Forest,Hedge Maze,Temur Tempo,0.5407968160325296
Forest,Hedge Maze,Zur,0.5240461689277126
Forest,Hedge Maze,Sultai Tempo,0.5173770000128886
Forest,Hedge Maze,Domain,0.5148516256196918
Forest,Hedge Maze,Sultai Midrange,0.4831815358291909
Forest,Hedge Maze,4c Tempo,0.42319889706569536
Forest,Hedge Maze,Floodcaller Combo,0.42319889706569536
Forest,Hedge Maze,Simic Tempo,0.42319889706569536
Hedge Maze,Imodane's Recruiter,Domain,0.29203198744884235
Analyze the Pollen,Hedge Maze,Temur Tempo,0.671963725649382
Analyze the Pollen,Hedge Maze,Bant Tempo,0.657866483805961
Analyze the Pollen,Hedge Maze,Sultai Tempo,0.6485987910336184
Analyze the Pollen,Hedge Maze,Zur,0.6111804543820897
Analyze the Pollen,Hedge Maze,4c Tempo,0.5543658066825486
Analyze the Pollen,Hedge Maze,Simic Tempo,0.5543658066825486
Analyze the Pollen,Hedge Maze,Domain,0.5414327990472297
Analyze the Pollen,Hedge Maze,Floodcaller Combo,0.5272507051222962
Get Lost,Hedge Maze,Zur,0.673810489853447
Get Lost,Hedge Maze,Domain,0.6616016732145327
"Atraxa, Grand Unifier",Hedge Maze,Domain,0.4434193509725047
Elspeth's Smite,Hedge Maze,Domain,0.5886184778327413
Elspeth's Smite,Hedge Maze,Zur,0.5233321590817918
Hedge Maze,Overlord of the Hauntwoods,Zur,0.8597521389145253
Hedge Maze,Overlord of the Hauntwoods,Domain,0.7615251531411527
Hedge Maze,Overlord of the Hauntwoods,Sultai Midrange,0.6460160066870647
Cavern of Souls,Hedge Maze,Zur,0.7115348958562641
Cavern of Souls,Hedge Maze,Domain,0.6814023388613155
Archangel of Wrath,Hedge Maze,Domain,0.5948564331117405
Hedge Maze,Leyline Binding,Zur,0.8543303092205092
Hedge Maze,Leyline Binding,Domain,0.7598835334308772
Hedge Maze,Swamp,Sultai Tempo,0.5407968160325296
Hedge Maze,Swamp,Zur,0.5044487434423549
Hedge Maze,Swamp,Sultai Midrange,0.4831815358291909
Hedge Maze,Swamp,Domain,0.4115950449422257
Forest,Imodane's Recruiter,Domain,0.5407968160325296
Analyze the Pollen,Forest,Land Combo,0.9270240910825013
Analyze the Pollen,Forest,Floodcaller Combo,0.6757906010807971
Analyze the Pollen,Forest,Domain,0.5111431751885895
Analyze the Pollen,Forest,Zur,0.43771311504858823
Analyze the Pollen,Forest,4c Tempo,0.42319889706569536
Analyze the Pollen,Forest,Simic Tempo,0.42319889706569536
Analyze the Pollen,Forest,Temur Tempo,0.42319889706569536
Analyze the Pollen,Forest,Sultai Tempo,0.42319889706569536
Analyze the Pollen,Forest,Cauldron Combo,0.42319889706569536
Analyze the Pollen,Forest,Bant Tempo,0.39428628190254633
Forest,Get Lost,Token Control,0.6580149204299403
Forest,Get Lost,Cage,0.6564800909042824
Forest,Get Lost,Domain,0.6524654531441588
Forest,Get Lost,Selesnya Aggro,0.6027749269307391
Forest,Get Lost,Zur,0.5039046866488753
"Atraxa, Grand Unifier",Forest,Insidious Roots,0.9548256797953782
"Atraxa, Grand Unifier",Forest,Domain,0.41136070141077236
Elspeth's Smite,Forest,Token Control,0.7771829163039172
Elspeth's Smite,Forest,Caves,0.6460160066870647
Elspeth's Smite,Forest,Domain,0.58735156222644
Elspeth's Smite,Forest,Zur,0.45828277764234854
Forest,Overlord of the Hauntwoods,Golgari Midrange,1
Forest,Overlord of the Hauntwoods,Golgari Control,1
Forest,Overlord of the Hauntwoods,Sultai Midrange,0.7771829163039172
Forest,Overlord of the Hauntwoods,Domain,0.753606560123614
Forest,Overlord of the Hauntwoods,Token Control,0.7358221432726513
Forest,Overlord of the Hauntwoods,Zur,0.6791429453324495
Forest,Overlord of the Hauntwoods,Jund Midrange,0.6460160066870647
Forest,Overlord of the Hauntwoods,Abzan Control,0.6460160066870647
Forest,Overlord of the Hauntwoods,Abzan Midrange,0.6460160066870647
Cavern of Souls,Forest,Domain,0.6727820931498102
Cavern of Souls,Forest,Zur,0.6174852083761126
Cavern of Souls,Forest,Merfolk,0.5543658066825486
Cavern of Souls,Forest,Jund Midrange,0.46360267269659206
Cavern of Souls,Forest,Abzan Control,0.42319889706569536
Cavern of Souls,Forest,Abzan Midrange,0.42319889706569536
Cavern of Souls,Forest,Sultai Midrange,0.29203198744884235
Archangel of Wrath,Forest,Domain,0.8146480290726456
Forest,Leyline Binding,Domain,0.7520005118107886
Forest,Leyline Binding,Zur,0.6744613711603817
Forest,Leyline Binding,Abzan Midrange,0.5948564331117405
Forest,Leyline Binding,Abzan Control,0.5407968160325296
Forest,Swamp,Golgari Midrange,0.9977466631408163
Forest,Swamp,Insidious Roots,0.9975523217520779
Forest,Swamp,Golgari Control,0.9975523217520779
Forest,Swamp,Self-Mill,0.7140645204411215
Forest,Swamp,Sultai Midrange,0.5947822870756011
Forest,Swamp,Floodcaller Combo,0.4847962507318584
Forest,Swamp,Domain,0.40339567921748004
Forest,Swamp,Jund Midrange,0.36137691445895265
Forest,Swamp,Zur,0.32600559037909366
Forest,Swamp,Abzan Control,0.29203198744884235
Forest,Swamp,Sultai Tempo,0.29203198744884235
Forest,Swamp,Abzan Midrange,0.29203198744884235
Forest,Swamp,Cauldron Combo,0.29203198744884235
Forest,Swamp,Caves,0.29203198744884235
Analyze the Pollen,Imodane's Recruiter,Domain,0.42319889706569536
Get Lost,Imodane's Recruiter,Domain,0.6460160066870647
"Atraxa, Grand Unifier",Imodane's Recruiter,Domain,0.42319889706569536
Elspeth's Smite,Imodane's Recruiter,Domain,0.42319889706569536
Imodane's Recruiter,Overlord of the Hauntwoods,Domain,0.6460160066870647
Cavern of Souls,Imodane's Recruiter,Tokens,0.6460160066870647
Cavern of Souls,Imodane's Recruiter,Domain,0.5407968160325296
Archangel of Wrath,Imodane's Recruiter,Domain,0.6460160066870647
Imodane's Recruiter,Leyline Binding,Domain,0.6460160066870647
Imodane's Recruiter,Swamp,Domain,0.29203198744884235
Analyze the Pollen,Get Lost,Domain,0.6594431736502853
Analyze the Pollen,Get Lost,Zur,0.5810639144402139
Analyze the Pollen,"Atraxa, Grand Unifier",Domain,0.4322662762762432
Analyze the Pollen,Elspeth's Smite,Domain,0.6159302736152168
Analyze the Pollen,Elspeth's Smite,Zur,0.46204608663960084
Analyze the Pollen,Overlord of the Hauntwoods,Zur,0.7590047411053809
Analyze the Pollen,Overlord of the Hauntwoods,Domain,0.7585072819632526
Analyze the Pollen,Cavern of Souls,Domain,0.6748340792052742
Analyze the Pollen,Cavern of Souls,Zur,0.6535355695987949
Analyze the Pollen,Archangel of Wrath,Domain,0.7771829163039172
Analyze the Pollen,Leyline Binding,Domain,0.7565780107488541
Analyze the Pollen,Leyline Binding,Zur,0.7541003773809647
Analyze the Pollen,Swamp,Golgari Midrange,0.8236587928631514
Analyze the Pollen,Swamp,Floodcaller Combo,0.6564800909042824
Analyze the Pollen,Swamp,Sultai Tempo,0.42319889706569536
Analyze the Pollen,Swamp,Cauldron Combo,0.42319889706569536
Analyze the Pollen,Swamp,Zur,0.4038130763591183
Analyze the Pollen,Swamp,Domain,0.40332290880620303
"Atraxa, Grand Unifier",Get Lost,Domain,0.563086734375777
Elspeth's Smite,Get Lost,Azorius Control,0.770149521157647
Elspeth's Smite,Get Lost,Domain,0.7196817823007109
Elspeth's Smite,Get Lost,Token Control,0.6699668667876847
Elspeth's Smite,Get Lost,Zur,0.666325063571529
Elspeth's Smite,Get Lost,Bant Control,0.6460160066870647
Get Lost,Overlord of the Hauntwoods,Token Control,0.9221927069335466
Get Lost,Overlord of the Hauntwoods,Domain,0.8991409626282199
Get Lost,Overlord of the Hauntwoods,Zur,0.8318885416868931
Cavern of Souls,Get Lost,Domain,0.8175087255874643
Cavern of Souls,Get Lost,Zur,0.7954669153594282
Archangel of Wrath,Get Lost,Domain,0.9488416446220167
Get Lost,Leyline Binding,Domain,0.8974871053002663
Get Lost,Leyline Binding,Zur,0.8272767195965837
Get Lost,Swamp,Self-Bounce,0.8037471197410607
Get Lost,Swamp,Token Control,0.6151964270132932
Get Lost,Swamp,Domain,0.5492429867755709
Get Lost,Swamp,Esper Control,0.4847962507318584
Get Lost,Swamp,Zur,0.46806001193641655
"Atraxa, Grand Unifier",Elspeth's Smite,Domain,0.46653191097337515
"Atraxa, Grand Unifier",Overlord of the Hauntwoods,Domain,0.6620851327598115
"Atraxa, Grand Unifier",Cavern of Souls,Domain,0.5763331569054552
Archangel of Wrath,"Atraxa, Grand Unifier",Domain,0.7564918746485425
"Atraxa, Grand Unifier",Leyline Binding,Domain,0.6620851327598115
"Atraxa, Grand Unifier",Swamp,Insidious Roots,0.7771829163039172
"Atraxa, Grand Unifier",Swamp,Domain,0.3120655108911391
Elspeth's Smite,Overlord of the Hauntwoods,Token Control,0.8947808320300904
Elspeth's Smite,Overlord of the Hauntwoods,Domain,0.8300656667751792
Elspeth's Smite,Overlord of the Hauntwoods,Zur,0.746213585718519
Cavern of Souls,Elspeth's Smite,Token Control,0.7771829163039172
Cavern of Souls,Elspeth's Smite,Zur,0.7680250949711018
Cavern of Souls,Elspeth's Smite,Domain,0.7568584616097904
Archangel of Wrath,Elspeth's Smite,Domain,0.7771829163039172
Elspeth's Smite,Leyline Binding,Token Control,1
