card1,card2,archetype,weight
Daze,Misty Rainforest,Beanstalk Control (Non-Yorion),0.6577760209412601
Daze,Misty Rainforest,Death's Shadow,0.6460160066870647
Daze,Misty Rainforest,Omni-Tell,0.6351979395368448
Daze,Misty Rainforest,Reanimator,0.6242157848598964
Daze,Misty Rainforest,Doomsday,0.611502054551529
Daze,Misty Rainforest,Stiflenought,0.5813483011157157
Daze,Misty Rainforest,Worldgorger Dragon Combo,0.5407968160325296
Daze,Misty Rainforest,Sneak and Show,0.46866491522173087
Daze,Misty Rainforest,Coveted Jewel Combo,0.42319889706569536
Daze,Swamp,Ninjas,0.8436224634710988
Daze,Swamp,Delver,0.6460160066870647
Daze,Swamp,Esper Control,0.6460160066870647
Daze,Swamp,Dimir Tempo,0.6316302910782295
Daze,Swamp,Esper Tempo,0.5842878166617701
Daze,Swamp,Reanimator,0.5804334065551535
Daze,Swamp,Worldgorger Dragon Combo,0.5407968160325296
Daze,Swamp,Beanstalk Control (Non-Yorion),0.5407968160325296
Daze,Swamp,Doomsday,0.490729772789392
Daze,Swamp,Omni-Tell,0.42319889706569536
Daze,Troll of Khazad-dûm,Delver,1
Daze,Troll of Khazad-dûm,Reanimator,0.9260921176808915
Daze,Troll of Khazad-dûm,Dimir Tempo,0.8947808320300904
Daze,Troll of Khazad-dûm,Esper Tempo,0.8947808320300904
Daze,Troll of Khazad-dûm,Beanstalk Control (Non-Yorion),0.8947808320300904
Daze,Troll of Khazad-dûm,Worldgorger Dragon Combo,0.671963725649382
Brainstorm,Underground Sea,Delver,1
Brainstorm,Underground Sea,Worldgorger Dragon Combo,1
Brainstorm,Underground Sea,Dimir Tempo,0.9947402347742793
Brainstorm,Underground Sea,Reanimator,0.9921722084554297
Brainstorm,Underground Sea,Doomsday,0.9541878294891962
Brainstorm,Underground Sea,Omni-Tell,0.9311597041225679
Brainstorm,Underground Sea,Vial,0.8896451414838565
Brainstorm,Underground Sea,Grixis Tempo,0.8119270911045274
Brainstorm,Underground Sea,Ad Nauseam Tendrils,0.7771829163039172
Brainstorm,Underground Sea,Esper Tempo,0.7771829163039172
Brainstorm,Underground Sea,Stoneblade,0.7771829163039172
Brainstorm,Underground Sea,Death's Shadow,0.7771829163039172
Brainstorm,Underground Sea,Beseech Storm,0.7771829163039172
Brainstorm,Underground Sea,Esper Control,0.746213585718519
Brainstorm,Underground Sea,Beanstalk Control (Non-Yorion),0.7265105353401423
Brainstorm,Underground Sea,Beanstalk Control (Yorion),0.7217646874621191
Brainstorm,Underground Sea,Ninjas,0.6958834981519428
Brainstorm,Underground Sea,Grixis Control,0.6673563441779315
Brainstorm,Underground Sea,The EPIC Storm,0.6460160066870647
Brainstorm,Underground Sea,Aluren,0.6460160066870647
Brainstorm,Underground Sea,Cephalid Breakfast,0.6460160066870647
Animate Dead,Brainstorm,Worldgorger Dragon Combo,1
Animate Dead,Brainstorm,Reanimator,0.9295758030771084
Animate Dead,Brainstorm,Beanstalk Control (Non-Yorion),0.7771829163039172
"Atraxa, Grand Unifier",Brainstorm,Sneak and Show,0.9880139967353089
"Atraxa, Grand Unifier",Brainstorm,Omni-Tell,0.8274467516565386
"Atraxa, Grand Unifier",Brainstorm,Reanimator,0.6493134494510434
"Atraxa, Grand Unifier",Brainstorm,Worldgorger Dragon Combo,0.6460160066870647
"Atraxa, Grand Unifier",Brainstorm,Beanstalk Control (Non-Yorion),0.6460160066870647
Brainstorm,Scalding Tarn,Sneak and Show,0.9778465411288118
Brainstorm,Scalding Tarn,Ocelot Pride Tempo,0.9747426508955418
Brainstorm,Scalding Tarn,Food Chain,0.9311597041225679
Brainstorm,Scalding Tarn,The EPIC Storm,0.8947808320300904
Brainstorm,Scalding Tarn,Jeskai Control,0.8522042882660505
Brainstorm,Scalding Tarn,Grixis Tempo,0.8406051469492389
Brainstorm,Scalding Tarn,Ad Nauseam Tendrils,0.8402463293767051
Brainstorm,Scalding Tarn,Grixis Control,0.8371906560604608
Brainstorm,Scalding Tarn,Delver,0.8210523887034514
Brainstorm,Scalding Tarn,Beanstalk Control (Yorion),0.8158350559455676
Brainstorm,Scalding Tarn,Coveted Jewel Combo,0.7771829163039172
Brainstorm,Scalding Tarn,Standstill,0.7771829163039172
Brainstorm,Scalding Tarn,Mono-Blue Tempo,0.7771829163039172
Brainstorm,Scalding Tarn,Beanstalk Control (Non-Yorion),0.7771829163039172
Brainstorm,Scalding Tarn,Death's Shadow,0.7771829163039172
Brainstorm,Scalding Tarn,Doomsday,0.7366497960305493
Brainstorm,Scalding Tarn,High Tide,0.7266162653896022
Brainstorm,Scalding Tarn,Omni-Tell,0.7140489934774975
Brainstorm,Scalding Tarn,Jeskai Tempo,0.7076384222352329
Brainstorm,Scalding Tarn,Stoneblade,0.6958834981519428
Brainstorm,Scalding Tarn,Reanimator,0.6759555505694224
Brainstorm,Scalding Tarn,Dimir Tempo,0.6633155646415727
Brainstorm,Scalding Tarn,Worldgorger Dragon Combo,0.6460160066870647
Brainstorm,Scalding Tarn,Azorius Control,0.6460160066870647
Brainstorm,Scalding Tarn,Stiflenought,0.6459805007518075
Brainstorm,Scalding Tarn,4C Control,0.6403105064892143
Brainstorm,Misty Rainforest,Bant Control,1
Brainstorm,Misty Rainforest,Beanstalk Control (Yorion),1
Brainstorm,Misty Rainforest,Aluren,1
Brainstorm,Misty Rainforest,4C Control,1
Brainstorm,Misty Rainforest,Infect,1
Brainstorm,Misty Rainforest,Nadu Midrange Combo,0.9832089224592861
Brainstorm,Misty Rainforest,Nadu Combo,0.9747426508955418
Brainstorm,Misty Rainforest,Food Chain,0.9661911827357866
Brainstorm,Misty Rainforest,Omni-Tell,0.9286944838077025
Brainstorm,Misty Rainforest,Cephalid Breakfast,0.9158461114835704
Brainstorm,Misty Rainforest,Beanstalk Control (Non-Yorion),0.9058061642711089
Brainstorm,Misty Rainforest,Delver,0.8183700332623919
Brainstorm,Misty Rainforest,Grixis Tempo,0.808617708399061
Brainstorm,Misty Rainforest,Mono-Blue Tempo,0.7771829163039172
Brainstorm,Misty Rainforest,Jeskai Tempo,0.7771829163039172
Brainstorm,Misty Rainforest,Sneak and Show,0.7266162653896022
Brainstorm,Misty Rainforest,Doomsday,0.7237459736867533
Brainstorm,Misty Rainforest,High Tide,0.6878910838560376
Brainstorm,Misty Rainforest,Dimir Tempo,0.6838477061101766
Brainstorm,Misty Rainforest,Reanimator,0.6827561073184515
Brainstorm,Misty Rainforest,Stiflenought,0.6742898636675304
Brainstorm,Misty Rainforest,Coveted Jewel Combo,0.6460160066870647
Brainstorm,Misty Rainforest,Worldgorger Dragon Combo,0.6460160066870647
Brainstorm,Misty Rainforest,Death's Shadow,0.6460160066870647
Brainstorm,Swamp,Ninjas,0.8777880187515972
Brainstorm,Swamp,Grixis Control,0.7771829163039172
Brainstorm,Swamp,Dimir Tempo,0.6460160066870647
Brainstorm,Swamp,Ad Nauseam Tendrils,0.6460160066870647
Brainstorm,Swamp,Delver,0.6460160066870647
Brainstorm,Swamp,Doomsday,0.6460160066870647
Brainstorm,Swamp,Worldgorger Dragon Combo,0.6460160066870647
Brainstorm,Swamp,Beanstalk Control (Non-Yorion),0.6460160066870647
Brainstorm,Swamp,Omni-Tell,0.6460160066870647
Brainstorm,Swamp,Esper Control,0.6460160066870647
Brainstorm,Swamp,Esper Tempo,0.6460160066870647
Brainstorm,Swamp,Beseech Storm,0.6460160066870647
Brainstorm,Swamp,Stoneblade,0.6460160066870647
Brainstorm,Swamp,Reanimator,0.645942100937058
Brainstorm,Swamp,Vial,0.6403105064892143
Brainstorm,Troll of Khazad-dûm,Esper Tempo,1
Brainstorm,Troll of Khazad-dûm,Delver,1
Brainstorm,Troll of Khazad-dûm,Reanimator,0.9959298151684104
Brainstorm,Troll of Khazad-dûm,Dimir Tempo,0.8947808320300904
Brainstorm,Troll of Khazad-dûm,Beanstalk Control (Non-Yorion),0.8947808320300904
Brainstorm,Troll of Khazad-dûm,Worldgorger Dragon Combo,0.7771829163039172
Animate Dead,Underground Sea,Reanimator,0.8974836252847652
Animate Dead,Underground Sea,Worldgorger Dragon Combo,0.7771829163039172
Animate Dead,Underground Sea,Beanstalk Control (Non-Yorion),0.5543658066825486
"Atraxa, Grand Unifier",Underground Sea,Omni-Tell,0.748759624873408
"Atraxa, Grand Unifier",Underground Sea,Reanimator,0.6233161448150835
"Atraxa, Grand Unifier",Underground Sea,Worldgorger Dragon Combo,0.42319889706569536
"Atraxa, Grand Unifier",Underground Sea,Beanstalk Control (Non-Yorion),0.42319889706569536
Scalding Tarn,Underground Sea,Delver,0.7191163335528312
Scalding Tarn,Underground Sea,Doomsday,0.7152525432905538
Scalding Tarn,Underground Sea,Reanimator,0.6690140681758779
Scalding Tarn,Underground Sea,Dimir Tempo,0.6574822112355578
Scalding Tarn,Underground Sea,Grixis Tempo,0.6535326063410993
Scalding Tarn,Underground Sea,Worldgorger Dragon Combo,0.6460160066870647
Scalding Tarn,Underground Sea,Ad Nauseam Tendrils,0.6174279025996406
Scalding Tarn,Underground Sea,LED Dredge,0.5873196957448359
Scalding Tarn,Underground Sea,Death's Shadow,0.5543658066825486
Scalding Tarn,Underground Sea,Omni-Tell,0.5407968160325296
Scalding Tarn,Underground Sea,The EPIC Storm,0.5407968160325296
Scalding Tarn,Underground Sea,Grixis Control,0.5045057249727211
Misty Rainforest,Underground Sea,Doomsday,0.7108404933276256
Misty Rainforest,Underground Sea,Omni-Tell,0.7083425820357759
Misty Rainforest,Underground Sea,Dimir Tempo,0.6787823774336956
Misty Rainforest,Underground Sea,Reanimator,0.6753852110840605
Misty Rainforest,Underground Sea,Worldgorger Dragon Combo,0.6460160066870647
Misty Rainforest,Underground Sea,Aluren,0.6460160066870647
Misty Rainforest,Underground Sea,Cephalid Breakfast,0.6460160066870647
Misty Rainforest,Underground Sea,Delver,0.6460160066870647
Misty Rainforest,Underground Sea,Beanstalk Control (Yorion),0.6403105064892143
Misty Rainforest,Underground Sea,Grixis Tempo,0.624938071358912
Misty Rainforest,Underground Sea,Beanstalk Control (Non-Yorion),0.5827493765131005
Misty Rainforest,Underground Sea,Death's Shadow,0.42319889706569536
Misty Rainforest,Underground Sea,LED Dredge,0.42319889706569536
Swamp,Underground Sea,Delver,0.6460160066870647
Swamp,Underground Sea,Dimir Tempo,0.6402333114620052
Swamp,Underground Sea,Reanimator,0.6179436877543943
Swamp,Underground Sea,Doomsday,0.6135787757232256
Swamp,Underground Sea,Ninjas,0.5446312389061696
Swamp,Underground Sea,Vial,0.5299556444395987
Swamp,Underground Sea,Worldgorger Dragon Combo,0.5037579688732562
Swamp,Underground Sea,Grixis Control,0.44453406475586565
Swamp,Underground Sea,Ad Nauseam Tendrils,0.42319889706569536
Swamp,Underground Sea,Beanstalk Control (Non-Yorion),0.42319889706569536
Swamp,Underground Sea,Omni-Tell,0.42319889706569536
Swamp,Underground Sea,Esper Tempo,0.42319889706569536
Swamp,Underground Sea,Stoneblade,0.42319889706569536
Swamp,Underground Sea,Esper Control,0.3883288164461332
Swamp,Underground Sea,Beseech Storm,0.3532435394630876
Troll of Khazad-dûm,Underground Sea,Delver,1
Troll of Khazad-dûm,Underground Sea,Reanimator,0.9887503919524062
Troll of Khazad-dûm,Underground Sea,Dimir Tempo,0.8947808320300904
Troll of Khazad-dûm,Underground Sea,Worldgorger Dragon Combo,0.7771829163039172
Troll of Khazad-dûm,Underground Sea,Esper Tempo,0.7771829163039172
Troll of Khazad-dûm,Underground Sea,Beanstalk Control (Non-Yorion),0.671963725649382
Animate Dead,"Atraxa, Grand Unifier",Mono Black Reanimator,0.6924626765751922
Animate Dead,"Atraxa, Grand Unifier",Worldgorger Dragon Combo,0.6532200986759944
Animate Dead,"Atraxa, Grand Unifier",Reanimator,0.6006702327917103
Animate Dead,"Atraxa, Grand Unifier",Beanstalk Control (Non-Yorion),0.42319889706569536
Animate Dead,Scalding Tarn,Worldgorger Dragon Combo,0.6460160066870647
Animate Dead,Scalding Tarn,Reanimator,0.6089449201317658
Animate Dead,Misty Rainforest,Worldgorger Dragon Combo,0.6460160066870647
Animate Dead,Misty Rainforest,Reanimator,0.6311543917285966
Animate Dead,Misty Rainforest,Beanstalk Control (Non-Yorion),0.5543658066825486
Animate Dead,Swamp,Mono Black Reanimator,0.9229567789722706
Animate Dead,Swamp,Worldgorger Dragon Combo,0.8626724367898037
Animate Dead,Swamp,Reanimator,0.5949849014539424
Animate Dead,Swamp,Beanstalk Control (Non-Yorion),0.42319889706569536
Animate Dead,Troll of Khazad-dûm,Mono Black Reanimator,1
Animate Dead,Troll of Khazad-dûm,Reanimator,0.9260921176808915
Animate Dead,Troll of Khazad-dûm,Worldgorger Dragon Combo,0.8016310887459445
Animate Dead,Troll of Khazad-dûm,Beanstalk Control (Non-Yorion),0.671963725649382
"Atraxa, Grand Unifier",Scalding Tarn,Sneak and Show,0.9680197733736139
"Atraxa, Grand Unifier",Scalding Tarn,Omni-Tell,0.5191637570613463
"Atraxa, Grand Unifier",Scalding Tarn,Reanimator,0.32467086321042127
"Atraxa, Grand Unifier",Scalding Tarn,Worldgorger Dragon Combo,0.29203198744884235
"Atraxa, Grand Unifier",Misty Rainforest,Omni-Tell,0.7850044305111304
"Atraxa, Grand Unifier",Misty Rainforest,Sneak and Show,0.7232126449535224
"Atraxa, Grand Unifier",Misty Rainforest,Cradle Control,0.5407968160325296
"Atraxa, Grand Unifier",Misty Rainforest,Elves,0.42319889706569536
"Atraxa, Grand Unifier",Misty Rainforest,Beanstalk Control (Non-Yorion),0.42319889706569536
"Atraxa, Grand Unifier",Misty Rainforest,Reanimator,0.331299617465667
"Atraxa, Grand Unifier",Misty Rainforest,Worldgorger Dragon Combo,0.29203198744884235
"Atraxa, Grand Unifier",Swamp,Mono Black Reanimator,0.6154176299544394
"Atraxa, Grand Unifier",Swamp,Omni-Tell,0.5407968160325296
"Atraxa, Grand Unifier",Swamp,Worldgorger Dragon Combo,0.5158376756079309
"Atraxa, Grand Unifier",Swamp,Reanimator,0.3256102223771934
"Atraxa, Grand Unifier",Swamp,Beanstalk Control (Non-Yorion),0.29203198744884235
"Atraxa, Grand Unifier",Troll of Khazad-dûm,Mono Black Reanimator,0.6460160066870647
"Atraxa, Grand Unifier",Troll of Khazad-dûm,Reanimator,0.6441870009375972
"Atraxa, Grand Unifier",Troll of Khazad-dûm,Beanstalk Control (Non-Yorion),0.5407968160325296
"Atraxa, Grand Unifier",Troll of Khazad-dûm,Worldgorger Dragon Combo,0.4605375557990637
Misty Rainforest,Scalding Tarn,Food Chain,0.8973508790123105
Misty Rainforest,Scalding Tarn,Beanstalk Control (Yorion),0.8158350559455676
Misty Rainforest,Scalding Tarn,Sneak and Show,0.6938902015149778
Misty Rainforest,Scalding Tarn,4C Control,0.6403105064892143
Misty Rainforest,Scalding Tarn,Delver,0.6370187959632059
Misty Rainforest,Scalding Tarn,Grixis Tempo,0.6272468153006556
Misty Rainforest,Scalding Tarn,Omni-Tell,0.6211060280671034
Misty Rainforest,Scalding Tarn,Mono-Blue Tempo,0.5543658066825486
Misty Rainforest,Scalding Tarn,LED Dredge,0.5543658066825486
Misty Rainforest,Scalding Tarn,Jeskai Tempo,0.4847962507318584
Misty Rainforest,Scalding Tarn,Doomsday,0.4568620693829069
Misty Rainforest,Scalding Tarn,Coveted Jewel Combo,0.42319889706569536
Misty Rainforest,Scalding Tarn,Beanstalk Control (Non-Yorion),0.42319889706569536
Misty Rainforest,Scalding Tarn,Death's Shadow,0.42319889706569536
Misty Rainforest,Scalding Tarn,High Tide,0.414507413140152
Misty Rainforest,Scalding Tarn,Reanimator,0.3434001352308222
Misty Rainforest,Scalding Tarn,Stiflenought,0.31029531523543247
Misty Rainforest,Scalding Tarn,Dimir Tempo,0.304882178250392
Misty Rainforest,Scalding Tarn,Worldgorger Dragon Combo,0.29203198744884235
Scalding Tarn,Swamp,Grixis Control,0.6143723446634198
Scalding Tarn,Swamp,Ad Nauseam Tendrils,0.4896155279238018
Scalding Tarn,Swamp,Delver,0.36458829653704666
Scalding Tarn,Swamp,Doomsday,0.32358310216590436
Scalding Tarn,Swamp,Reanimator,0.3214479137653437
Scalding Tarn,Swamp,Dimir Tempo,0.3092586931982435
Scalding Tarn,Swamp,Worldgorger Dragon Combo,0.29203198744884235
Scalding Tarn,Swamp,Omni-Tell,0.29203198744884235
Scalding Tarn,Troll of Khazad-dûm,Reanimator,0.671112081718612
Scalding Tarn,Troll of Khazad-dûm,Delver,0.6460160066870647
Scalding Tarn,Troll of Khazad-dûm,Worldgorger Dragon Combo,0.42319889706569536
Misty Rainforest,Swamp,Omni-Tell,0.5407968160325296
Misty Rainforest,Swamp,Beanstalk Control (Non-Yorion),0.42319889706569536
Misty Rainforest,Swamp,Dimir Tempo,0.32966501490680306
Misty Rainforest,Swamp,Reanimator,0.32620258381659717
Misty Rainforest,Swamp,Doomsday,0.31845708713226734
Misty Rainforest,Swamp,Worldgorger Dragon Combo,0.29203198744884235
Misty Rainforest,Swamp,Delver,0.29203198744884235
Misty Rainforest,Troll of Khazad-dûm,Reanimator,0.6821106774735536
Misty Rainforest,Troll of Khazad-dûm,Beanstalk Control (Non-Yorion),0.671963725649382
Misty Rainforest,Troll of Khazad-dûm,Worldgorger Dragon Combo,0.42319889706569536
Swamp,Troll of Khazad-dûm,Helm/Leyline Stompy,0.9900772728894179
Swamp,Troll of Khazad-dûm,Chain of Smog Combo,0.8947808320300904
Swamp,Troll of Khazad-dûm,Mono Black Reanimator,0.8947808320300904
Swamp,Troll of Khazad-dûm,Worldgorger Dragon Combo,0.6617843255698754
Swamp,Troll of Khazad-dûm,Esper Tempo,0.6460160066870647
Swamp,Troll of Khazad-dûm,Delver,0.6460160066870647
Swamp,Troll of Khazad-dûm,Reanimator,0.6414974710352696
Swamp,Troll of Khazad-dûm,Dimir Tempo,0.5407968160325296
Swamp,Troll of Khazad-dûm,Beanstalk Control (Non-Yorion),0.5407968160325296
Cabal Therapy,Dread Return,LED Dredge,0.7771829163039172
Cabal Therapy,Dread Return,Oops! All Spells,0.425938988293917
Cabal Therapy,Dread Return,Doomsday,0.42319889706569536
Cabal Therapy,Dread Return,Cephalid Breakfast,0.29203198744884235
Dread Return,Undercity Informer,Oops! All Spells,0.6459163267838018
Chancellor of the Annex,Dread Return,Oops! All Spells,0.29742370359474074
Dread Return,Memory's Journey,Cephalid Breakfast,0.29203198744884235
Dread Return,Memory's Journey,Oops! All Spells,0.2918326283539218
Dread Return,Reanimate,Oops! All Spells,0.29170076615682716
Dread Return,Jack-o''-Lantern,Oops! All Spells,0.2949445027877646
Disciple of Freyalise,Dread Return,Oops! All Spells,0.5887194765769256
Dread Return,Elvish Spirit Guide,Oops! All Spells,0.6459155267442862
Dread Return,Simian Spirit Guide,Oops! All Spells,0.6426387432646032
Dread Return,Narcomoeba,LED Dredge,0.7771829163039172
Dread Return,Narcomoeba,Cephalid Breakfast,0.4284493253454186
Dread Return,Narcomoeba,Doomsday,0.42319889706569536
Dread Return,Narcomoeba,Oops! All Spells,0.3904694897047227
Dread Return,Poxwalkers,LED Dredge,0.671963725649382
Dread Return,Poxwalkers,Oops! All Spells,0.570328604049422
Dread Return,Pact of Negation,Oops! All Spells,0.6459104431730035
Dread Return,Lotus Petal,Doomsday,0.6460160066870647
Dread Return,Lotus Petal,Oops! All Spells,0.6459163267838018
Dread Return,Lotus Petal,Cephalid Breakfast,0.29203198744884235
Dark Ritual,Dread Return,Doomsday,0.6460160066870647
Dark Ritual,Dread Return,Oops! All Spells,0.6459163267838018
Dread Return,Once Upon a Time,Oops! All Spells,0.5301728665340276
Balustrade Spy,Dread Return,Oops! All Spells,0.6459163267838018
Agadeem's Awakening,Dread Return,Oops! All Spells,0.5182942420638398
Chrome Mox,Dread Return,Oops! All Spells,0.3976492940572978
Dread Return,Fell the Profane,Oops! All Spells,0.6434359142678671
Boggart Trawler,Dread Return,Oops! All Spells,0.6459163267838018
Dread Return,Thassa's Oracle,Doomsday,0.42319889706569536
Dread Return,Thassa's Oracle,LED Dredge,0.42319889706569536
Dread Return,Thassa's Oracle,Cephalid Breakfast,0.29203198744884235
Dread Return,Thassa's Oracle,Oops! All Spells,0.2918326283539218
Cabal Therapy,Undercity Informer,Oops! All Spells,0.7800232657747895
Cabal Therapy,Chancellor of the Annex,Oops! All Spells,0.42860946217986945
Cabal Therapy,Chancellor of the Annex,Reanimator,0.29203198744884235
Cabal Therapy,Memory's Journey,Oops! All Spells,0.425938988293917
Cabal Therapy,Reanimate,Worldgorger Dragon Combo,0.9762432589580946
Cabal Therapy,Reanimate,Mono Black Reanimator,0.9488359227091736
Cabal Therapy,Reanimate,Reanimator,0.7581931330479973
Cabal Therapy,Reanimate,Oops! All Spells,0.42611941903339917
Cabal Therapy,Jack-o''-Lantern,Oops! All Spells,0.4290613080556925
Cabal Therapy,Disciple of Freyalise,Oops! All Spells,0.7227595173140346
Cabal Therapy,Elvish Spirit Guide,Oops! All Spells,0.7800461443434491
Cabal Therapy,Simian Spirit Guide,Oops! All Spells,0.7767499069773887
Cabal Therapy,Simian Spirit Guide,Arclight Phoenix,0.42319889706569536
Cabal Therapy,Narcomoeba,LED Dredge,1
Cabal Therapy,Narcomoeba,Doomsday,0.5543658066825486
Cabal Therapy,Narcomoeba,Cephalid Breakfast,0.5407968160325296
Cabal Therapy,Narcomoeba,Oops! All Spells,0.5254459447537834
Cabal Therapy,Poxwalkers,LED Dredge,0.8947808320300904
Cabal Therapy,Poxwalkers,Oops! All Spells,0.7046117893916543
Cabal Therapy,Pact of Negation,Oops! All Spells,0.779145566097421
Cabal Therapy,Lotus Petal,Chain of Smog Combo,1
Cabal Therapy,Lotus Petal,Worldgorger Dragon Combo,0.9762432589580946
Cabal Therapy,Lotus Petal,Mono Black Reanimator,0.9488359227091736
Cabal Therapy,Lotus Petal,Oops! All Spells,0.7800232657747895
Cabal Therapy,Lotus Petal,Beseech Storm,0.7771829163039172
Cabal Therapy,Lotus Petal,Doomsday,0.7771829163039172
Cabal Therapy,Lotus Petal,Reanimator,0.7581931330479973
Cabal Therapy,Lotus Petal,Arclight Phoenix,0.6460160066870647
Cabal Therapy,Dark Ritual,Chain of Smog Combo,1
Cabal Therapy,Dark Ritual,Worldgorger Dragon Combo,0.9762432589580946
Cabal Therapy,Dark Ritual,Mono Black Reanimator,0.9488359227091736
Cabal Therapy,Dark Ritual,Oops! All Spells,0.7800232657747895
Cabal Therapy,Dark Ritual,Beseech Storm,0.7771829163039172
Cabal Therapy,Dark Ritual,Doomsday,0.7771829163039172
Cabal Therapy,Dark Ritual,Reanimator,0.7581931330479973
Cabal Therapy,Dark Ritual,Arclight Phoenix,0.6460160066870647
Cabal Therapy,Once Upon a Time,Oops! All Spells,0.6648886729675592
Balustrade Spy,Cabal Therapy,Oops! All Spells,0.7800232657747895
Agadeem's Awakening,Cabal Therapy,Beseech Storm,0.7771829163039172
Agadeem's Awakening,Cabal Therapy,Oops! All Spells,0.6525542691809827
Cabal Therapy,Chrome Mox,Beseech Storm,0.7771829163039172
Cabal Therapy,Chrome Mox,Mono Black Reanimator,0.6460160066870647
Cabal Therapy,Chrome Mox,Oops! All Spells,0.5329907326583327
Cabal Therapy,Chrome Mox,Arclight Phoenix,0.42319889706569536
Cabal Therapy,Chrome Mox,Reanimator,0.4223325033595143
Cabal Therapy,Fell the Profane,Oops! All Spells,0.7775473270593984
Cabal Therapy,Fell the Profane,Beseech Storm,0.7771829163039172
Cabal Therapy,Fell the Profane,Nic Fit,0.7771829163039172
Boggart Trawler,Cabal Therapy,Oops! All Spells,0.7800232657747895
Cabal Therapy,Thassa's Oracle,LED Dredge,0.6460160066870647
Cabal Therapy,Thassa's Oracle,Doomsday,0.5543658066825486
Cabal Therapy,Thassa's Oracle,Oops! All Spells,0.425938988293917
Cabal Therapy,Thassa's Oracle,Cephalid Breakfast,0.29203198744884235
Chancellor of the Annex,Undercity Informer,Oops! All Spells,0.6514276219868056
Memory's Journey,Undercity Informer,Oops! All Spells,0.6459163267838018
Reanimate,Undercity Informer,Oops! All Spells,0.6458503954543783
Jack-o''-Lantern,Undercity Informer,Oops! All Spells,0.6490392743510068
Disciple of Freyalise,Undercity Informer,Oops! All Spells,0.9427090042331274
Elvish Spirit Guide,Undercity Informer,Oops! All Spells,1
Simian Spirit Guide,Undercity Informer,Oops! All Spells,0.9967268102396575
Narcomoeba,Undercity Informer,Oops! All Spells,0.7454887675107181
Poxwalkers,Undercity Informer,Oops! All Spells,0.9244120536113132
Pact of Negation,Undercity Informer,Oops! All Spells,1
Lotus Petal,Undercity Informer,Oops! All Spells,1
Dark Ritual,Undercity Informer,Oops! All Spells,1
Once Upon a Time,Undercity Informer,Oops! All Spells,0.8842375390489732
Balustrade Spy,Undercity Informer,Oops! All Spells,1
Agadeem's Awakening,Undercity Informer,Oops! All Spells,0.8724364211312197
Chrome Mox,Undercity Informer,Oops! All Spells,0.7528154660428255
Fell the Profane,Undercity Informer,Oops! All Spells,0.9975240622952373
Boggart Trawler,Undercity Informer,Oops! All Spells,1
Thassa's Oracle,Undercity Informer,Oops! All Spells,0.6459163267838018
Chancellor of the Annex,Memory's Journey,Oops! All Spells,0.29742370359474074
Chancellor of the Annex,Reanimate,Reanimator,0.6460160066870647
Chancellor of the Annex,Reanimate,Oops! All Spells,0.30233677658329916
Chancellor of the Annex,Jack-o''-Lantern,Oops! All Spells,0.29742370359474074
Chancellor of the Annex,Disciple of Freyalise,Oops! All Spells,0.6276915569130184
Chancellor of the Annex,Elvish Spirit Guide,Necrodominance Combo,1
Chancellor of the Annex,Elvish Spirit Guide,Oops! All Spells,0.6514276219868056
Chancellor of the Annex,Simian Spirit Guide,Necrodominance Combo,1
Chancellor of the Annex,Simian Spirit Guide,Oops! All Spells,0.6430248701960823
Chancellor of the Annex,Narcomoeba,Oops! All Spells,0.3186602073195695
Chancellor of the Annex,Poxwalkers,Oops! All Spells,0.6325269521654241
Chancellor of the Annex,Pact of Negation,Necrodominance Combo,1
Chancellor of the Annex,Pact of Negation,Oops! All Spells,0.6514276219868056
Chancellor of the Annex,Lotus Petal,Necrodominance Combo,1
Chancellor of the Annex,Lotus Petal,Oops! All Spells,0.6514276219868056
Chancellor of the Annex,Lotus Petal,Reanimator,0.6460160066870647
Chancellor of the Annex,Dark Ritual,Necrodominance Combo,1
Chancellor of the Annex,Dark Ritual,Oops! All Spells,0.6514276219868056
Chancellor of the Annex,Dark Ritual,Reanimator,0.6460160066870647
Chancellor of the Annex,Once Upon a Time,Oops! All Spells,0.5345785380881624
Balustrade Spy,Chancellor of the Annex,Oops! All Spells,0.6514276219868056
Agadeem's Awakening,Chancellor of the Annex,Oops! All Spells,0.45154023081214234
Chancellor of the Annex,Chrome Mox,Necrodominance Combo,0.6878910838560376
Chancellor of the Annex,Chrome Mox,Oops! All Spells,0.42872402149254407
Chancellor of the Annex,Fell the Profane,Oops! All Spells,0.6514276219868056
Boggart Trawler,Chancellor of the Annex,Oops! All Spells,0.6514276219868056
Chancellor of the Annex,Thassa's Oracle,Oops! All Spells,0.29742370359474074
Memory's Journey,Reanimate,Oops! All Spells,0.29170076615682716
Jack-o''-Lantern,Memory's Journey,Oops! All Spells,0.2949445027877646
Disciple of Freyalise,Memory's Journey,Oops! All Spells,0.5887194765769256
Elvish Spirit Guide,Memory's Journey,Oops! All Spells,0.6459155267442862
Memory's Journey,Simian Spirit Guide,Oops! All Spells,0.6426387432646032
Memory's Journey,Narcomoeba,Cephalid Breakfast,0.42319889706569536
Memory's Journey,Narcomoeba,Oops! All Spells,0.3904694897047227
Memory's Journey,Poxwalkers,Oops! All Spells,0.570328604049422
Memory's Journey,Pact of Negation,Oops! All Spells,0.6459104431730035
